,Date,Open,High,Low,Close,Adj Close,Volume,RETURN_PRICE
0,2018-01-31,4363.200195,4405.899902,4330.0,4382.0,4324.227051,189153,
1,2018-02-01,4382.0,4425.0,4347.649902,4391.450195,4333.552734000001,268309,0.002154271910075778
2,2018-02-02,4368.0,4368.0,4129.0,4179.450195,4124.347656,240012,-0.049479807494467565
3,2018-02-05,4122.850098,4179.799805,4052.0500490000004,4146.399902,4091.733154,178020,-0.007939241330484847
4,2018-02-06,3980.0,4114.75,3948.600098,4092.649902,4038.6918950000004,298939,-0.013047806199343981
5,2018-02-07,4157.899902,4167.850098,4051.0,4081.5500490000004,4027.7380369999996,262748,-0.002715827821436534
6,2018-02-08,4085.0,4181.899902,4051.9499509999996,4167.0,4112.061522999999,188256,0.02071952220269857
7,2018-02-09,4060.0,4167.899902,4054.0500490000004,4153.299805,4098.54248,181041,-0.003293200414127284
8,2018-02-12,4170.0,4222.450195,4162.549805,4200.299805,4144.921875,218964,0.011252752858405657
9,2018-02-14,4200.0,4206.549805,4155.0,4175.5,4120.449219,152754,-0.005921793273447662
10,2018-02-15,4190.399902,4229.100098,4160.049805,4187.850098,4132.636719,122433,0.002953387537829144
11,2018-02-16,4205.0,4259.899902,4144.149902,4166.350098,4111.42041,114025,-0.0051471228751900355
12,2018-02-19,4143.049805,4215.0,4077.350098,4116.600098,4062.326172,131776,-0.012012772524970572
13,2018-02-20,4100.0,4185.0,4084.3000490000004,4140.600098,4086.01001,123931,0.005813124791725244
14,2018-02-21,4165.100098,4172.950195,4120.049805,4131.549805,4077.078857,170432,-0.0021881365103748607
15,2018-02-22,4131.549805,4131.549805,4072.1999509999996,4099.899902,4045.846436,196243,-0.007690032764276822
16,2018-02-23,4119.799805,4134.25,4063.5500490000004,4116.399902,4062.1289060000004,136480,0.004016411906698991
17,2018-02-26,4120.0,4149.0,4120.0,4140.799805,4086.206543,129762,0.005909987619450163
18,2018-02-27,4148.0,4185.200195,4139.799805,4176.100098,4121.041992,179366,0.008488861328613595
19,2018-02-28,4125.0,4193.950195,4125.0,4155.600098,4100.811522999999,160018,-0.004920974323777472
20,2018-03-01,4155.649902,4180.0,4131.299805,4153.299805,4098.54248,198915,-0.0005536937706853706
21,2018-03-05,4116.200195,4134.399902,4075.4499509999996,4095.399902,4041.405518,124424,-0.014038783323153226
22,2018-03-06,4107.0,4174.649902,4102.700195,4150.299805,4095.5812990000004,235296,0.013316205098904632
23,2018-03-07,4160.0,4170.5,4093.0,4113.450195,4059.218018,188355,-0.008918433942570303
24,2018-03-08,4105.25,4133.600098,4064.149902,4119.899902,4065.5820310000004,154031,0.0015667275758524113
25,2018-03-09,4115.0,4134.549805,4051.9499509999996,4079.850098,4026.0607909999994,135949,-0.009768620380382842
26,2018-03-12,4079.850098,4185.850098,4074.899902,4176.0,4120.942871,102681,0.02329360352549692
27,2018-03-13,4143.0,4209.100098,4141.799805,4170.0,4115.022461,138444,-0.0014378147696270105
28,2018-03-14,4153.100098,4244.0,4144.75,4230.25,4174.478027,237294,0.014345057155889407
29,2018-03-15,4230.0,4230.0,4156.0,4189.399902,4134.166504,188385,-0.009703590769442272
30,2018-03-16,4141.0,4166.799805,4003.3000490000004,4026.3000490000004,3973.216797,527458,-0.03970964993744275
31,2018-03-19,4059.0,4065.5,3960.0,3972.399902,3920.0271,193770,-0.013477430882872454
32,2018-03-20,3969.0,3998.899902,3910.1999509999996,3936.8000490000004,3884.896729,155144,-0.009002198360553493
33,2018-03-21,3960.0,4054.0,3958.4499509999996,3999.1999509999996,3946.474121,205143,0.01572610584848455
34,2018-03-22,3999.0,4012.0,3912.600098,3925.149902,3873.4003909999997,180643,-0.018689786767325245
35,2018-03-23,3851.0,3898.9499509999996,3813.100098,3873.75,3822.677979,249194,-0.013181511977627736
36,2018-03-26,3863.0,3970.0,3826.1999509999996,3950.0,3897.922607,156418,0.019492548793209608
37,2018-03-27,3949.5,3990.0500490000004,3923.0,3978.600098,3926.1457520000004,106468,0.0072144443394890345
38,2018-03-28,3974.899902,3974.899902,3923.0,3950.0,3897.922607,464340,-0.0072144443394890345
39,2018-04-02,4123.0,4123.0,3923.0500490000004,3978.5,3926.047119,303869,0.00718928492242199
40,2018-04-03,3967.0,3991.600098,3914.5,3951.1999509999996,3899.106689,240321,-0.006885545992469488
41,2018-04-04,3952.0,3974.9499509999996,3872.600098,3881.3000490000004,3830.128418,177225,-0.017849156154007062
42,2018-04-05,3935.0,3979.850098,3915.0,3966.600098,3914.303711,124669,0.021739167602772724
43,2018-04-06,3950.0,3989.149902,3920.0500490000004,3949.5,3897.429199,214201,-0.004320340669410783
44,2018-04-09,3956.100098,3974.9499509999996,3901.4499509999996,3918.1999509999996,3866.5419920000004,107499,-0.007956636456285082
45,2018-04-10,3944.8000490000004,3947.850098,3908.0500490000004,3931.1999509999996,3879.3706049999996,115836,0.0033123581543375025
46,2018-04-11,3921.0,3936.9499509999996,3890.0,3924.649902,3872.906738,139653,-0.001667560006977098
47,2018-04-12,3885.0500490000004,3900.0,3865.0,3872.3000490000004,3821.2470700000003,218223,-0.013428491907630402
48,2018-04-13,3884.8000490000004,3905.6999509999996,3862.5,3878.9499509999996,3827.8093259999996,304761,0.0017158274166053644
49,2018-04-16,3865.149902,3924.0500490000004,3865.149902,3917.0,3865.3576659999994,180569,0.009761568861305747
50,2018-04-17,3920.0,3945.0,3902.5500490000004,3917.25,3865.6044920000004,103447,6.382231868684585e-05
51,2018-04-18,3934.0,4008.6999509999996,3922.4499509999996,3992.350098,3939.7143549999996,159338,0.018990177501224892
52,2018-04-19,4015.1999509999996,4163.5,4007.5500490000004,4103.450195,4049.3496090000003,449754,0.027448076310417235
53,2018-04-20,4105.0,4134.5,4058.0500490000004,4080.899902,4027.0966799999997,192832,-0.005510602502976525
54,2018-04-23,4072.100098,4162.649902,4072.100098,4143.700195,4089.06958,111251,0.015271627262572807
55,2018-04-24,4168.0,4173.700195,4096.0,4119.25,4064.9414060000004,378441,-0.0059180476182145725
56,2018-04-25,4134.0,4162.75,4079.0,4134.799805,4080.285889,482116,0.0037678045961015982
57,2018-04-26,4175.0,4175.0,4026.75,4079.4499509999996,4025.665771,512593,-0.013476749155293177
58,2018-04-27,4077.5,4122.850098,4036.0,4062.350098,4008.791504,127581,-0.0042005153749862245
59,2018-04-30,4099.950195,4127.950195,4078.0500490000004,4108.850098,4054.678467,177986,0.01138155983225353
60,2018-05-02,4112.799805,4119.950195,3993.0,4016.5,3963.545898,217139,-0.022732331221750002
61,2018-05-03,4028.8000490000004,4029.75,3981.5,3995.350098,3942.6748049999997,146828,-0.0052796672105763776
62,2018-05-04,3998.899902,4034.3000490000004,3960.0,3985.850098,3933.2998049999997,212463,-0.0023805954626539005
63,2018-05-07,4005.0,4050.0,3970.0,4033.399902,3980.2229,133722,0.011859054467985075
64,2018-05-08,4046.1999509999996,4076.75,4033.0,4064.100098,4010.518311,202627,0.007582671959758258
65,2018-05-09,4074.8000490000004,4080.0,3955.0,3966.25,3913.958496,230272,-0.02437127647097448
66,2018-05-10,3967.0,4016.8000490000004,3930.0,3998.5500490000004,3945.8325200000004,263132,0.008110743740056492
67,2018-05-11,4011.0,4085.0,3968.5500490000004,4071.600098,4017.9194340000004,97087,0.01810425900988477
68,2018-05-14,4085.0,4155.0,4055.75,4107.049805,4052.9021,346826,0.008668895092268869
69,2018-05-15,4110.0,4139.5,4077.149902,4109.299805,4055.122314,211226,0.0005476884901547407
70,2018-05-16,4090.0,4090.0,3970.149902,3990.75,3938.135254,218521,-0.029273467085181082
71,2018-05-17,3998.0,4019.8000490000004,3940.0,3957.8000490000004,3905.6198729999996,241558,-0.008290855449169854
72,2018-05-18,3931.0500490000004,3941.0500490000004,3851.4499509999996,3858.850098,3807.974365,382059,-0.025319090690718582
73,2018-05-21,3899.9499509999996,4019.0,3814.1999509999996,3852.25,3801.461182,516801,-0.0017118438427381477
74,2018-05-22,3840.0,3881.0500490000004,3720.0,3755.5500490000004,3706.0363770000004,976312,-0.02542263427075042
75,2018-05-23,3750.0,3750.0,3690.0500490000004,3700.8000490000004,3652.008057,333394,-0.014685733173656956
76,2018-05-24,3700.0,3723.9499509999996,3631.75,3658.399902,3610.1669920000004,398238,-0.011523159161376029
77,2018-05-25,3693.899902,3700.0,3662.0,3682.149902,3633.604004,271222,0.006470927521110781
78,2018-05-28,3691.0,3744.9499509999996,3685.0,3730.3000490000004,3681.1191409999997,369098,0.012991878416432456
79,2018-05-29,3750.0,3775.0,3701.0,3716.0500490000004,3667.056885,347743,-0.0038273831361603783
80,2018-05-30,3690.0,3732.6999509999996,3690.0,3706.649902,3657.781006,201412,-0.0025328120730527814
81,2018-05-31,3706.0500490000004,3764.9499509999996,3686.6999509999996,3744.899902,3695.526611,733987,0.010266410871683007
82,2018-06-01,3749.899902,3749.899902,3660.0,3688.149902,3639.524658,232438,-0.015269937427204283
83,2018-06-04,3702.8000490000004,3725.899902,3626.0,3711.149902,3662.221436,200526,0.006216824479686522
84,2018-06-05,3710.0,3710.0,3636.0500490000004,3676.850098,3628.374023,204863,-0.00928534121190161
85,2018-06-06,3665.0,3723.399902,3631.350098,3696.350098,3647.616943,200850,0.005289438763664833
86,2018-06-07,3724.899902,3734.75,3702.399902,3723.149902,3674.063232,149988,0.007224185067496336
87,2018-06-08,3714.0,3729.0500490000004,3664.600098,3715.149902,3666.1689450000003,281709,-0.0021510300190694664
88,2018-06-11,3728.0,3830.0,3714.9499509999996,3790.100098,3740.131104,283522,0.019973402000635687
89,2018-06-12,3814.899902,3814.899902,3755.350098,3766.1999509999996,3716.545898,262627,-0.00632590726842075
90,2018-06-13,3776.0,3835.0,3746.899902,3800.600098,3750.492432,239285,0.009092452231579173
91,2018-06-14,3790.0,3790.0,3745.0,3767.0,3717.335449,235397,-0.008880046080617987
92,2018-06-15,3765.0,3792.0,3671.850098,3691.649902,3642.97876,588115,-0.020205442676086705
93,2018-06-18,3686.5500490000004,3708.0,3641.0,3669.5,3621.12085,238900,-0.00601807303083568
94,2018-06-19,3652.0,3660.0,3612.399902,3648.0,3599.904297,249879,-0.005876340790896606
95,2018-06-20,3653.0,3663.0,3625.0,3651.350098,3603.210205,222658,0.0009179168529378501
96,2018-06-21,3673.0,3673.0,3600.0,3616.899902,3569.214111,321887,-0.009479710793733886
97,2018-06-22,3624.0,3654.6999509999996,3563.0,3641.0500490000004,3593.046143,330296,0.006654836776448292
98,2018-06-25,3653.0,3770.0,3631.600098,3752.0,3702.533203,498922,0.030016916096240465
99,2018-06-26,3752.0,3863.9499509999996,3750.0,3840.100098,3789.4716799999997,582262,0.02320940230341506
100,2018-06-27,3850.0,3857.399902,3750.0,3773.149902,3723.404053,394258,-0.017588263066262044
101,2018-06-28,3773.149902,3784.9499509999996,3685.600098,3721.399902,3672.336426,545895,-0.013810255143901884
102,2018-06-29,3749.0,3830.399902,3715.0500490000004,3818.600098,3768.255371,320835,0.025783973723854103
103,2018-07-02,3798.0,3826.8000490000004,3734.100098,3777.3000490000004,3727.499512,224587,-0.010874407295226263
104,2018-07-03,3785.0,3785.0,3730.350098,3749.850098,3700.4113770000004,244401,-0.007293616349180354
105,2018-07-04,3758.0,3805.0,3735.0,3790.649902,3740.6735840000006,190572,0.010821617177233733
106,2018-07-05,3797.0,3963.149902,3793.350098,3936.25,3884.354004,499755,0.03769101093918792
107,2018-07-06,3910.25,3998.0,3890.0,3954.350098,3902.215332,327395,0.004587770137177927
108,2018-07-09,3960.0,4014.600098,3890.5,3899.25,3847.841797,282644,-0.014032036620477584
109,2018-07-10,3910.0,3974.0,3901.149902,3959.8000490000004,3918.1442869999996,186488,0.015409304365025633
110,2018-07-11,3945.8000490000004,3962.0,3921.25,3951.8000490000004,3910.2285159999997,236871,-0.0020223475978315975
111,2018-07-12,3961.0,4050.0,3939.0500490000004,3946.9499509999996,3905.429688,558480,-0.0012280673801683406
112,2018-07-13,3981.6999509999996,4024.25,3950.0,3963.75,3922.0527340000003,237239,0.004247430533595775
113,2018-07-16,3964.0,3977.5500490000004,3834.1999509999996,3864.0,3823.352051,284241,-0.02548763052014813
114,2018-07-17,3876.0,3925.5,3840.3000490000004,3895.1999509999996,3854.2236329999996,175938,0.008042096956497602
115,2018-07-18,3906.0,3977.600098,3810.0,3849.350098,3808.8564450000003,798285,-0.011840684970650273
116,2018-07-19,3841.0,3878.1999509999996,3783.0,3857.25,3816.673096,342317,0.0020501660048797277
117,2018-07-20,3830.0,3885.0,3830.0,3871.6999509999996,3830.9711909999996,196849,0.003739180076870241
118,2018-07-23,3885.0,4043.899902,3879.0500490000004,4009.649902,3967.469727,257170,0.035010256854784316
119,2018-07-24,4050.0,4230.0,4050.0,4136.799805,4093.282227,548782,0.031218563689336065
120,2018-07-25,4135.0,4135.0,3984.3000490000004,4044.850098,4002.2998049999997,247468,-0.022478003729073492
121,2018-07-26,4045.0,4172.950195,4039.9499509999996,4142.799805,4099.21875,839947,0.023927349430055145
122,2018-07-27,4175.0,4189.950195,4100.200195,4124.649902,4081.260254,190337,-0.004390696720603771
123,2018-07-30,4130.5,4250.0,4125.0,4243.350098,4198.711426,329539,0.02837193077585809
124,2018-07-31,4236.299805,4243.0,4171.450195,4193.799805,4149.682129,251535,-0.011745877044928577
125,2018-08-01,4205.5,4229.950195,4153.350098,4193.049805,4148.94043,159147,-0.00017885142499807216
126,2018-08-02,4187.0,4224.0,4152.0,4183.5,4139.490723,135635,-0.0022801294947818462
127,2018-08-03,4200.0,4220.799805,4152.0,4167.75,4123.906738000001,205260,-0.0037718949075138397
128,2018-08-06,4175.0,4210.0,4137.049805,4177.799805,4133.850586,184759,0.0024084236731312103
129,2018-08-07,4170.0,4269.0,4165.049805,4206.700195,4162.447265999999,461061,0.006893793179322927
130,2018-08-08,4212.0,4260.0,4191.25,4244.100098,4199.453613000001,297215,0.00885126754328347
131,2018-08-09,4242.0,4319.950195,4215.5,4310.799805,4265.45166,336669,0.015593650263575398
132,2018-08-10,4315.0,4333.200195,4230.0,4246.200195,4201.531738000001,287805,-0.015098945254246487
133,2018-08-13,4226.0,4226.0,4175.0,4194.200195,4150.078125,155075,-0.012321846243413148
134,2018-08-14,4194.0,4339.950195,4194.0,4299.100098,4253.875,455836,0.02470305625495861
135,2018-08-16,4285.0,4285.049805,4200.049805,4213.5,4169.175293,430146,-0.020112065032343196
136,2018-08-17,4260.0,4308.549805,4204.450195,4285.700195,4240.615723,262047,0.016990288537831688
137,2018-08-20,4291.899902,4339.799805,4273.0,4300.700195,4255.458496,135703,0.003493900721576182
138,2018-08-21,4305.0,4393.0,4304.600098,4350.200195,4304.437988000001,271157,0.011444020391021326
139,2018-08-23,4375.0,4383.899902,4304.0,4347.25,4301.518555,189320,-0.0006784046006593769
140,2018-08-24,4331.0,4399.0,4280.0,4316.0,4270.597168,241765,-0.007214413884153004
141,2018-08-27,4330.0,4380.0,4320.649902,4370.799805,4324.820801,200121,0.012616966704305455
142,2018-08-28,4381.0,4460.0,4350.0,4427.649902,4381.072754,301809,0.012922933031447315
143,2018-08-29,4434.950195,4434.950195,4375.5,4401.950195,4355.643555,177155,-0.005821278266751051
144,2018-08-30,4403.0,4445.0,4386.0,4426.399902,4379.835938,332154,0.005538921596984991
145,2018-08-31,4426.0,4493.649902,4398.049805,4475.5,4428.419434,299423,0.01103148686698141
