Date,Open,High,Low,Close,Adj Close,Volume
2018-01-31,1657.449951,1690.000000,1645.000000,1677.849976,1665.515015,1332225
2018-02-01,1681.800049,1760.000000,1644.750000,1729.449951,1716.735596,1939812
2018-02-02,1708.050049,1713.000000,1620.199951,1628.900024,1616.924805,1645045
2018-02-05,1600.000000,1627.949951,1546.500000,1604.949951,1593.150879,1472164
2018-02-06,1530.000000,1683.750000,1511.199951,1662.150024,1649.930542,2109416
2018-02-07,1680.000000,1687.000000,1620.599976,1641.650024,1629.581177,1466983
2018-02-08,1654.000000,1679.000000,1638.050049,1662.150024,1649.930542,750746
2018-02-09,1629.050049,1655.000000,1617.300049,1639.400024,1627.347656,703720
2018-02-12,1645.000000,1656.000000,1635.300049,1643.800049,1631.715454,472115
2018-02-14,1654.000000,1696.949951,1651.550049,1669.949951,1657.673096,1066036
2018-02-15,1678.800049,1711.849976,1601.800049,1677.050049,1664.720947,1177116
2018-02-16,1690.000000,1703.949951,1671.550049,1675.250000,1662.933960,947685
2018-02-19,1675.000000,1675.000000,1623.550049,1642.699951,1630.623413,695310
2018-02-20,1654.849976,1657.699951,1626.000000,1638.750000,1626.702393,583955
2018-02-21,1658.000000,1658.000000,1587.300049,1596.449951,1584.713379,1689744
2018-02-22,1588.000000,1617.500000,1576.449951,1600.349976,1588.584717,1050625
2018-02-23,1606.800049,1638.000000,1602.349976,1633.400024,1621.391724,711474
2018-02-26,1640.000000,1679.800049,1636.500000,1674.949951,1662.636108,1036659
2018-02-27,1676.000000,1679.949951,1651.000000,1656.800049,1644.619751,605244
2018-02-28,1644.000000,1659.599976,1629.000000,1640.250000,1628.191406,1756349
2018-03-01,1635.000000,1666.000000,1628.000000,1659.349976,1647.150879,1238390
2018-03-05,1660.000000,1660.000000,1621.000000,1636.949951,1624.915649,743779
2018-03-06,1655.000000,1671.849976,1627.599976,1637.750000,1625.709717,944176
2018-03-07,1641.000000,1648.650024,1606.000000,1618.349976,1606.452515,644577
2018-03-08,1634.949951,1637.900024,1594.199951,1628.050049,1616.081299,663196
2018-03-09,1635.000000,1667.199951,1616.449951,1654.199951,1642.038818,839718
2018-03-12,1663.000000,1681.900024,1655.050049,1665.250000,1653.007690,486187
2018-03-13,1665.500000,1698.849976,1663.599976,1680.699951,1668.343994,820802
2018-03-14,1672.000000,1720.900024,1668.250000,1710.099976,1697.527832,848659
2018-03-15,1715.099976,1739.900024,1714.000000,1726.250000,1713.559204,739187
2018-03-16,1712.000000,1724.650024,1681.050049,1687.900024,1675.491089,1017699
2018-03-19,1698.900024,1698.900024,1627.000000,1631.849976,1619.853149,848984
2018-03-20,1627.000000,1663.099976,1615.199951,1657.300049,1645.115967,1318758
2018-03-21,1674.500000,1712.000000,1665.500000,1704.550049,1692.018677,1131098
2018-03-22,1708.000000,1720.000000,1690.150024,1695.599976,1683.134399,1153716
2018-03-23,1655.000000,1695.000000,1655.000000,1685.300049,1672.910156,1088426
2018-03-26,1698.900024,1748.000000,1686.000000,1741.599976,1728.796265,1288984
2018-03-27,1750.000000,1798.000000,1749.800049,1772.449951,1759.419434,1670239
2018-03-28,1777.000000,1793.000000,1760.800049,1767.550049,1754.555542,986960
2018-04-02,1769.000000,1825.000000,1769.000000,1818.599976,1805.230225,633203
2018-04-03,1820.000000,1840.000000,1801.599976,1834.250000,1820.765137,1049457
2018-04-04,1840.000000,1869.599976,1836.699951,1850.199951,1836.597900,1793441
2018-04-05,1866.000000,1922.099976,1866.000000,1915.599976,1901.517090,1385959
2018-04-06,1919.000000,1943.500000,1908.849976,1937.599976,1923.355225,1612001
2018-04-09,1942.599976,1967.750000,1930.250000,1944.250000,1929.956421,1131792
2018-04-10,1950.000000,1952.449951,1913.650024,1926.050049,1911.890259,1013811
2018-04-11,1926.000000,1955.000000,1891.400024,1924.650024,1910.500488,1188976
2018-04-12,1923.750000,1942.099976,1911.050049,1929.349976,1915.166016,535354
2018-04-13,1931.000000,1948.849976,1907.599976,1914.349976,1900.276367,592886
2018-04-16,1913.949951,1950.000000,1897.550049,1943.300049,1929.013428,772723
2018-04-17,1959.900024,1959.900024,1918.000000,1935.050049,1920.824219,696203
2018-04-18,1946.000000,1950.550049,1921.300049,1926.849976,1912.684326,462905
2018-04-19,1935.000000,1935.500000,1908.150024,1913.300049,1899.234131,632589
2018-04-20,1907.800049,1907.800049,1850.150024,1880.400024,1866.575928,1226196
2018-04-23,1880.000000,1919.750000,1860.800049,1899.349976,1885.386597,762125
2018-04-24,1908.000000,1933.250000,1898.599976,1917.800049,1903.700928,784895
2018-04-25,1925.949951,1938.949951,1888.650024,1899.849976,1885.882935,677675
2018-04-26,1909.000000,1915.000000,1876.599976,1892.099976,1878.189941,1098339
2018-04-27,1912.000000,1915.449951,1892.500000,1901.150024,1887.173340,641591
2018-04-30,1924.900024,1924.900024,1894.800049,1907.699951,1893.675171,647210
2018-05-02,1909.000000,1936.750000,1900.000000,1905.099976,1891.094116,687083
2018-05-03,1905.050049,1906.750000,1862.599976,1874.300049,1860.520752,471750
2018-05-04,1880.000000,1893.250000,1851.650024,1857.400024,1843.744995,562177
2018-05-07,1865.000000,1902.000000,1856.050049,1895.449951,1881.515259,485519
2018-05-08,1898.500000,1898.500000,1860.000000,1868.400024,1854.663940,669757
2018-05-09,1875.099976,1875.099976,1845.000000,1849.099976,1835.505981,645553
2018-05-10,1852.000000,1861.449951,1818.000000,1837.400024,1823.892090,588792
2018-05-11,1845.000000,1880.750000,1828.099976,1861.500000,1847.814819,483249
2018-05-14,1863.099976,1883.949951,1842.949951,1864.500000,1850.792725,642971
2018-05-15,1865.250000,1933.500000,1854.500000,1901.949951,1887.967407,1570302
2018-05-16,1892.500000,1929.000000,1872.900024,1919.949951,1905.834961,952836
2018-05-17,1930.000000,2087.800049,1906.099976,2066.500000,2051.307617,5581203
2018-05-18,2069.899902,2171.750000,2065.649902,2149.649902,2133.846436,8316734
2018-05-21,2125.000000,2149.000000,2080.550049,2105.449951,2089.971191,2376823
2018-05-22,2111.000000,2177.899902,2110.000000,2149.300049,2133.499023,1963373
2018-05-23,2148.000000,2148.000000,2066.199951,2078.399902,2063.120117,1443827
2018-05-24,2095.500000,2109.800049,2068.000000,2094.750000,2079.350342,840932
2018-05-25,2107.000000,2151.899902,2103.500000,2116.000000,2100.444092,1342145
2018-05-28,2125.000000,2138.000000,2086.250000,2094.949951,2079.548584,806190
2018-05-29,2105.000000,2107.000000,2065.050049,2077.100098,2061.830078,727259
2018-05-30,2063.300049,2130.000000,2056.250000,2118.649902,2103.074463,1251508
2018-05-31,2142.500000,2145.000000,2101.000000,2109.899902,2094.388428,1323397
2018-06-01,2120.000000,2120.000000,2065.800049,2077.399902,2062.127441,604574
2018-06-04,2090.199951,2098.750000,2055.300049,2062.850098,2047.684814,513152
2018-06-05,2065.000000,2119.550049,2055.000000,2100.600098,2085.157227,816879
2018-06-06,2122.000000,2172.899902,2107.000000,2160.649902,2144.765625,1802977
2018-06-07,2172.000000,2197.199951,2160.149902,2169.449951,2153.500977,1489413
2018-06-08,2164.899902,2219.949951,2147.050049,2186.850098,2170.773193,3039595
2018-06-11,2210.000000,2258.500000,2196.199951,2250.300049,2233.756592,2059581
2018-06-12,2255.000000,2277.000000,2236.000000,2261.250000,2244.626221,1655167
2018-06-13,2270.000000,2271.600098,2225.699951,2231.050049,2214.648193,1095372
2018-06-14,2235.000000,2252.000000,2197.000000,2243.250000,2226.758545,1321341
2018-06-15,2250.000000,2291.550049,2231.100098,2283.600098,2266.811768,1637500
2018-06-18,2272.000000,2296.000000,2234.199951,2243.149902,2226.658936,1126877
2018-06-19,2235.000000,2281.000000,2227.050049,2270.600098,2253.907471,1151582
2018-06-20,2274.949951,2302.100098,2261.149902,2267.800049,2251.128174,1127273
2018-06-21,2277.000000,2288.000000,2250.100098,2257.449951,2240.854004,717023
2018-06-22,2267.000000,2342.000000,2250.550049,2336.050049,2318.876221,1714224
2018-06-25,2342.000000,2399.000000,2334.000000,2390.600098,2373.025146,2393535
2018-06-26,2385.000000,2419.149902,2344.550049,2367.350098,2349.946045,2337942
2018-06-27,2379.800049,2379.800049,2322.550049,2335.500000,2318.330078,1069126
2018-06-28,2337.000000,2348.000000,2253.800049,2274.699951,2257.976807,1713003
2018-06-29,2282.100098,2320.000000,2270.600098,2296.350098,2279.467773,1378421
2018-07-02,2300.000000,2314.699951,2281.100098,2299.550049,2282.644531,840376
2018-07-03,2305.000000,2334.000000,2285.750000,2321.100098,2304.036377,810667
2018-07-04,2333.000000,2345.000000,2306.550049,2331.399902,2314.260254,916379
2018-07-05,2339.000000,2349.000000,2322.399902,2330.149902,2316.994873,688785
2018-07-06,2338.800049,2355.000000,2324.000000,2345.699951,2332.456787,690617
2018-07-09,2359.000000,2363.199951,2337.000000,2348.050049,2334.793945,551695
2018-07-10,2360.000000,2382.000000,2350.000000,2366.350098,2352.990479,784134
2018-07-11,2365.899902,2382.000000,2345.000000,2355.600098,2342.301025,594805
2018-07-12,2375.000000,2429.000000,2360.350098,2415.000000,2401.365723,1396150
2018-07-13,2433.850098,2475.000000,2422.199951,2468.600098,2454.663330,1390485
2018-07-16,2475.000000,2499.399902,2460.000000,2472.300049,2458.342285,1172644
2018-07-17,2475.000000,2492.250000,2435.600098,2469.149902,2455.209961,944686
2018-07-18,2478.199951,2523.050049,2471.350098,2488.750000,2474.699463,1405478
2018-07-19,2503.899902,2537.000000,2357.500000,2520.199951,2505.971924,4889817
2018-07-20,2521.000000,2745.000000,2486.850098,2721.350098,2705.986328,7361274
2018-07-23,2720.000000,2797.000000,2717.000000,2755.800049,2740.241699,3551888
2018-07-24,2749.000000,2758.000000,2687.250000,2713.350098,2698.031494,2778837
2018-07-25,2727.000000,2778.300049,2692.000000,2705.050049,2689.778076,1884105
2018-07-26,2695.000000,2728.399902,2654.800049,2681.649902,2666.510254,2185905
2018-07-27,2685.000000,2724.500000,2667.050049,2713.699951,2698.379395,958703
2018-07-30,2715.550049,2722.600098,2666.000000,2678.000000,2662.880859,822162
2018-07-31,2672.000000,2708.899902,2668.050049,2697.899902,2682.668457,711174
2018-08-01,2715.000000,2771.649902,2702.699951,2722.800049,2707.428223,1584541
2018-08-02,2714.300049,2726.250000,2680.000000,2683.850098,2668.697998,781173
2018-08-03,2700.000000,2709.000000,2660.250000,2681.300049,2666.162354,741852
2018-08-06,2693.899902,2707.949951,2666.449951,2696.250000,2681.027832,622905
2018-08-07,2705.000000,2754.500000,2682.000000,2747.350098,2731.839600,1166483
2018-08-08,2755.199951,2819.649902,2752.000000,2813.149902,2797.267822,2113934
2018-08-09,2824.000000,2846.050049,2800.000000,2830.149902,2814.171631,1147083
2018-08-10,2816.000000,2837.399902,2791.250000,2808.449951,2792.594482,877508
2018-08-13,2807.949951,2807.949951,2754.199951,2760.399902,2744.815430,809365
2018-08-14,2763.300049,2837.500000,2763.300049,2830.199951,2814.221680,1051658
2018-08-16,2832.000000,2908.000000,2822.050049,2856.600098,2840.472656,2229727
2018-08-17,2866.000000,2885.000000,2841.500000,2851.199951,2835.103027,688133
2018-08-20,2877.949951,2877.949951,2836.300049,2839.750000,2823.717773,665480
2018-08-21,2840.850098,2883.000000,2824.800049,2871.800049,2855.586914,951549
2018-08-23,2889.000000,2909.000000,2871.300049,2893.850098,2877.512451,1675920
2018-08-24,2892.000000,2943.399902,2891.050049,2916.600098,2900.134033,1327710
2018-08-27,2939.399902,2959.000000,2925.050049,2950.750000,2934.091064,976004
2018-08-28,2982.000000,2982.000000,2925.800049,2932.600098,2916.043701,1233742
2018-08-29,2930.000000,2994.000000,2930.000000,2985.500000,2968.645020,1402583
2018-08-30,2993.899902,2993.899902,2920.949951,2926.750000,2910.226563,1452996
2018-08-31,2935.000000,2954.850098,2841.100098,2856.600098,2840.472656,1357206
2018-09-03,2880.000000,2880.000000,2715.300049,2724.050049,2708.670898,2516840
2018-09-04,2724.000000,2777.649902,2683.500000,2746.300049,2730.795410,2606992
2018-09-05,2740.149902,2764.800049,2668.000000,2716.899902,2701.561035,1728455
2018-09-06,2729.000000,2731.500000,2671.399902,2684.100098,2668.946533,1147879
2018-09-07,2698.399902,2751.399902,2672.600098,2744.199951,2728.707031,1264436
2018-09-10,2732.000000,2738.000000,2596.000000,2615.649902,2600.883057,1570179
2018-09-11,2621.000000,2668.800049,2562.250000,2600.750000,2586.066895,3357660
2018-09-12,2617.949951,2636.949951,2516.100098,2594.000000,2579.355225,2682340
2018-09-14,2630.500000,2683.500000,2626.250000,2672.199951,2657.113525,1795131
2018-09-17,2660.000000,2660.000000,2588.250000,2604.600098,2589.895508,1455320
2018-09-18,2610.000000,2627.449951,2559.000000,2570.399902,2555.888428,1449290
2018-09-19,2585.000000,2597.699951,2486.500000,2499.550049,2485.438477,1894557
2018-09-21,2530.000000,2557.000000,2124.649902,2379.399902,2365.966797,5750880
2018-09-24,2422.149902,2422.449951,2168.600098,2260.800049,2248.036377,7798172
2018-09-25,2235.000000,2330.350098,2180.600098,2299.199951,2286.219482,5537396
2018-09-26,2329.000000,2353.949951,2295.100098,2315.550049,2302.477295,2728756
2018-09-27,2323.399902,2323.399902,2192.149902,2204.199951,2191.756104,2796294
2018-09-28,2232.000000,2248.000000,2117.000000,2168.000000,2155.760254,3831096
2018-10-01,2168.000000,2233.350098,2052.199951,2208.500000,2196.031494,4821772
2018-10-03,2200.000000,2329.949951,2166.050049,2232.199951,2219.597656,5567701
2018-10-04,2169.000000,2212.000000,2118.550049,2179.149902,2166.847168,4002718
2018-10-05,2160.000000,2214.600098,1963.250000,2023.300049,2011.877197,3470441
2018-10-08,1992.000000,2090.000000,1912.199951,1974.849976,1963.700684,5966669
2018-10-09,1975.000000,2115.850098,1947.650024,2060.850098,2049.215332,4859016
2018-10-10,2100.000000,2305.699951,2100.000000,2270.949951,2258.128906,7235957
2018-10-11,2100.000000,2230.000000,2060.000000,2162.100098,2149.893555,5467086
2018-10-12,2227.250000,2320.000000,2227.250000,2287.350098,2274.436523,3665577
2018-10-15,2319.750000,2319.750000,2261.100098,2306.199951,2293.179688,2435413
2018-10-16,2325.000000,2362.000000,2285.250000,2308.850098,2295.814941,2528484
2018-10-17,2340.000000,2369.250000,2132.850098,2150.500000,2138.358887,3811985
2018-10-19,2150.000000,2198.000000,2053.949951,2140.500000,2128.415527,4286790
2018-10-22,2188.000000,2218.949951,2091.000000,2115.350098,2103.407471,3681946
2018-10-23,2095.000000,2155.350098,1997.550049,2083.350098,2071.588379,9064775
2018-10-24,2175.000000,2339.000000,2160.000000,2311.800049,2298.748535,10357295
2018-10-25,2285.000000,2348.000000,2256.800049,2335.000000,2321.817383,5201159
2018-10-26,2329.949951,2376.800049,2278.500000,2338.899902,2325.695313,3795831
2018-10-29,2338.899902,2392.000000,2315.000000,2380.449951,2367.010742,2201145
2018-10-30,2395.000000,2423.899902,2350.350098,2356.350098,2343.046875,2202230
2018-10-31,2367.800049,2392.000000,2306.899902,2382.550049,2369.098877,2808812
2018-11-01,2391.449951,2435.000000,2372.449951,2418.100098,2404.448242,2552134
2018-11-02,2443.000000,2474.899902,2365.000000,2383.300049,2369.844727,2367117
2018-11-05,2390.000000,2409.000000,2332.699951,2359.399902,2346.079346,1625999
2018-11-06,2370.000000,2389.899902,2332.350098,2339.750000,2326.540771,1368682
2018-11-07,2360.000000,2364.500000,2343.699951,2348.399902,2335.141602,171467
2018-11-09,2349.649902,2383.850098,2338.250000,2375.350098,2361.939697,1327846
2018-11-12,2375.350098,2385.000000,2270.000000,2277.600098,2264.741455,1479678
2018-11-13,2270.000000,2308.350098,2233.100098,2285.000000,2272.099609,2297710
2018-11-14,2299.000000,2315.000000,2265.000000,2293.949951,2280.999023,1456146
2018-11-15,2287.000000,2348.000000,2285.100098,2341.300049,2328.081787,1577115
2018-11-16,2342.000000,2417.199951,2340.000000,2402.100098,2388.538574,1918873
2018-11-19,2420.000000,2422.300049,2350.300049,2360.949951,2347.620850,1357795
2018-11-20,2365.000000,2392.949951,2345.750000,2380.100098,2366.662842,1237702
2018-11-21,2389.000000,2435.000000,2361.699951,2430.550049,2416.827881,1514725
2018-11-22,2432.000000,2454.800049,2360.000000,2381.500000,2368.054932,1604279
2018-11-26,2400.000000,2411.899902,2346.949951,2394.600098,2381.081055,1391434
2018-11-27,2395.000000,2439.899902,2375.000000,2435.449951,2421.700195,1594955
2018-11-28,2445.949951,2449.000000,2396.250000,2412.550049,2398.929443,1396260
2018-11-29,2435.000000,2517.600098,2416.850098,2506.500000,2492.349121,2861284
2018-11-30,2538.000000,2564.399902,2507.050049,2537.699951,2523.373047,2737341
2018-12-03,2548.000000,2555.550049,2490.750000,2508.649902,2494.487061,1115592
2018-12-04,2509.000000,2549.000000,2495.000000,2543.550049,2529.189941,1329587
2018-12-05,2539.899902,2539.899902,2470.300049,2494.100098,2480.019287,1327031
2018-12-06,2481.000000,2494.000000,2418.000000,2432.399902,2418.667480,1317472
2018-12-07,2443.000000,2497.750000,2414.649902,2486.350098,2472.312988,1478720
2018-12-10,2410.449951,2443.899902,2382.350098,2395.550049,2382.025391,1399894
2018-12-11,2360.000000,2446.500000,2332.100098,2426.750000,2413.049561,2189278
2018-12-12,2445.000000,2514.899902,2434.350098,2493.949951,2479.870117,1683197
2018-12-13,2510.199951,2528.949951,2475.000000,2489.100098,2475.047607,1713161
2018-12-14,2488.250000,2512.000000,2464.250000,2486.350098,2472.312988,1204379
2018-12-17,2498.600098,2509.899902,2466.250000,2474.399902,2460.430176,1019602
2018-12-18,2469.699951,2538.199951,2446.600098,2532.199951,2517.904053,1653107
2018-12-19,2550.800049,2629.100098,2550.149902,2596.899902,2582.238525,2946314
2018-12-20,2560.000000,2609.899902,2531.600098,2591.399902,2576.769531,1467028
2018-12-21,2615.000000,2623.899902,2532.699951,2591.250000,2576.620605,3042464
2018-12-24,2594.000000,2604.850098,2553.000000,2564.899902,2550.419434,1050017
2018-12-26,2560.000000,2582.949951,2503.699951,2567.399902,2552.905029,1662068
2018-12-27,2598.850098,2626.750000,2570.000000,2587.149902,2572.543701,1626301
2018-12-28,2603.000000,2643.800049,2585.949951,2634.800049,2619.924805,1901581
2018-12-31,2656.949951,2666.300049,2635.600098,2645.149902,2630.216309,1453327
2019-01-01,2645.000000,2664.000000,2612.100098,2656.850098,2641.850342,917872
2019-01-02,2635.100098,2662.000000,2601.899902,2614.050049,2599.291992,1304915
2019-01-03,2612.000000,2648.000000,2575.300049,2586.199951,2571.599365,1282478
2019-01-04,2601.000000,2611.899902,2563.649902,2576.050049,2561.506348,1051021
2019-01-07,2601.000000,2605.000000,2545.350098,2553.600098,2539.183105,1024328
2019-01-08,2560.000000,2582.000000,2525.050049,2537.050049,2522.726807,1233379
2019-01-09,2546.000000,2559.800049,2510.000000,2524.350098,2510.098633,1093992
2019-01-10,2526.000000,2542.449951,2504.699951,2514.649902,2500.453369,910839
2019-01-11,2516.000000,2530.000000,2488.000000,2514.199951,2500.005615,818218
2019-01-14,2515.949951,2552.899902,2484.149902,2544.800049,2530.432861,1021504
2019-01-15,2551.000000,2613.000000,2551.000000,2604.199951,2589.497559,1466303
2019-01-16,2598.399902,2612.149902,2562.800049,2569.850098,2555.341553,952597
2019-01-17,2574.000000,2586.550049,2527.050049,2535.899902,2521.583008,994183
2019-01-18,2545.000000,2555.000000,2525.100098,2542.899902,2528.543701,753775
2019-01-21,2548.000000,2606.000000,2526.600098,2594.199951,2579.553955,1332159
2019-01-22,2585.000000,2635.000000,2575.000000,2621.899902,2607.097656,1474713
2019-01-23,2619.000000,2653.000000,2611.000000,2634.350098,2619.477539,992504
2019-01-24,2639.000000,2653.500000,2603.100098,2635.649902,2620.769775,753856
2019-01-25,2649.000000,2661.000000,2585.000000,2599.550049,2584.874023,916927
2019-01-28,2610.000000,2610.000000,2355.000000,2458.500000,2444.620117,2364047
2019-01-29,2468.000000,2570.100098,2371.649902,2515.550049,2501.348145,6118833
2019-01-30,2580.000000,2623.699951,2546.000000,2595.500000,2580.846680,3879707
2019-01-31,2608.000000,2608.000000,2526.000000,2574.850098,2560.313232,2083418
2019-02-01,2575.000000,2687.899902,2575.000000,2628.399902,2613.560791,2117768
2019-02-04,2610.000000,2623.550049,2572.199951,2594.449951,2579.802490,942113
2019-02-05,2600.000000,2642.100098,2593.949951,2603.600098,2588.901123,1010817
2019-02-06,2619.000000,2720.000000,2612.100098,2711.250000,2695.943115,1798461
2019-02-07,2725.000000,2731.000000,2684.100098,2696.600098,2681.375977,1760580
2019-02-08,2670.000000,2737.449951,2670.000000,2707.149902,2691.866455,1510785
2019-02-11,2724.699951,2724.699951,2635.000000,2657.199951,2642.198242,1194702
2019-02-12,2668.000000,2677.149902,2616.300049,2621.800049,2606.998291,1200370
2019-02-14,2579.949951,2622.000000,2556.899902,2609.199951,2594.469238,1214126
2019-02-15,2610.000000,2610.000000,2506.000000,2561.100098,2546.641113,1640696
2019-02-18,2548.050049,2561.000000,2512.449951,2549.449951,2535.056641,1154520
2019-02-19,2551.000000,2606.949951,2545.000000,2559.800049,2545.348145,1148339
