Date,Open,High,Low,Close,Adj Close,Volume
2018-01-31,3348.000000,3385.800049,3256.149902,3337.149902,2958.572998,275934
2018-02-01,3340.000000,3421.199951,3290.000000,3412.949951,3025.773926,439064
2018-02-02,3419.000000,3468.350098,3166.949951,3241.300049,2873.596680,1269438
2018-02-05,3200.000000,3233.000000,3140.600098,3185.550049,2824.170898,585934
2018-02-06,3005.000000,3157.949951,3005.000000,3135.100098,2779.444092,270751
2018-02-07,3198.300049,3198.300049,3125.199951,3135.550049,2779.843262,223029
2018-02-08,3155.000000,3189.949951,3131.899902,3157.949951,2799.701904,202895
2018-02-09,3129.000000,3142.500000,3080.850098,3099.250000,2747.661133,175504
2018-02-12,3134.000000,3162.899902,3082.000000,3154.100098,2796.288818,239055
2018-02-14,3155.000000,3159.949951,3100.000000,3109.750000,2756.969971,286070
2018-02-15,3125.000000,3167.100098,3097.550049,3143.500000,2786.891602,148715
2018-02-16,3158.000000,3158.000000,3095.550049,3103.899902,2751.783691,132450
2018-02-19,3110.000000,3117.500000,3010.000000,3030.600098,2686.799072,219206
2018-02-20,3032.000000,3070.500000,3010.750000,3049.850098,2703.865479,236222
2018-02-21,3080.899902,3081.550049,3003.100098,3012.600098,2670.841064,275688
2018-02-22,3014.800049,3014.800049,2966.000000,2974.300049,2636.885742,369716
2018-02-23,2988.000000,3007.949951,2960.100098,2986.399902,2647.613037,377558
2018-02-26,3004.000000,3044.000000,3000.899902,3008.699951,2667.383301,203189
2018-02-27,3040.000000,3058.000000,3022.000000,3034.699951,2690.433838,325597
2018-02-28,3010.000000,3056.649902,2990.000000,3020.600098,2677.933594,519406
2018-03-01,3067.100098,3080.000000,3008.050049,3020.899902,2678.199219,503301
2018-03-05,3020.899902,3020.899902,2931.750000,2943.550049,2609.624268,287300
2018-03-06,2969.899902,2976.050049,2883.250000,2899.199951,2570.305420,258501
2018-03-07,2898.000000,2940.000000,2875.000000,2903.899902,2574.472168,185188
2018-03-08,2919.699951,2945.000000,2891.100098,2923.899902,2592.203369,143854
2018-03-09,2934.000000,2966.899902,2918.149902,2935.399902,2602.398682,205178
2018-03-12,2956.000000,2966.000000,2931.000000,2957.750000,2622.213379,246428
2018-03-13,2959.000000,3004.000000,2952.949951,2971.750000,2634.625244,287288
2018-03-14,2963.000000,2969.000000,2936.000000,2950.550049,2615.830078,225181
2018-03-15,2960.000000,2971.899902,2936.500000,2948.750000,2614.234375,181457
2018-03-16,2940.000000,2958.000000,2890.350098,2910.449951,2580.279297,338593
2018-03-19,2913.550049,2920.850098,2842.649902,2849.449951,2526.199219,231927
2018-03-20,2843.899902,2888.250000,2830.300049,2873.000000,2547.077881,227109
2018-03-21,2889.949951,2890.449951,2835.350098,2851.800049,2528.282715,231405
2018-03-22,2851.899902,2873.750000,2822.000000,2834.949951,2513.344238,325295
2018-03-23,2814.899902,2817.250000,2745.000000,2789.949951,2473.448975,451122
2018-03-26,2788.000000,2864.750000,2732.050049,2848.649902,2525.490234,299008
2018-03-27,2861.000000,2863.899902,2791.000000,2798.300049,2480.851807,304403
2018-03-28,2775.000000,2792.300049,2735.550049,2744.699951,2433.332275,680019
2018-04-02,2755.000000,2815.949951,2749.000000,2808.949951,2490.293945,396178
2018-04-03,2790.000000,2829.899902,2785.000000,2792.000000,2475.266602,324121
2018-04-04,2807.000000,2816.000000,2746.250000,2766.000000,2452.216064,308672
2018-04-05,2790.000000,2815.949951,2782.399902,2808.149902,2489.584229,341534
