,nodes,edges,AvgClustering,AvgShortestPathLength,Diameter,Slope
0,199.0,198.0,0.0,8.90634993147556,22.0,-2.1500098313050704
1,199.0,198.0,0.0,11.659002081112634,34.0,-1.9002515052309399
2,199.0,198.0,0.0,11.83056697629562,31.0,-2.3552065798736495
3,199.0,198.0,0.0,8.763616060098473,19.0,-1.9802122683297727
4,199.0,198.0,0.0,7.918278259986803,24.0,-1.9945799660080292
