,nodes,edges,AvgClustering,AvgShortestPathLength,Diameter,Slope
0,199.0,252.0,0.2297446594294104,99999.0,99999.0,-1.0835309266293103
1,199.0,180.0,0.2059503868549094,99999.0,99999.0,-1.2890790035369362
2,199.0,225.0,0.21534873117126482,99999.0,99999.0,-1.2271783916507484
3,199.0,158.0,0.18855293227152523,99999.0,99999.0,-1.2335390996097646
4,199.0,301.0,0.2802148785392597,99999.0,99999.0,-1.1525669578531739
