"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Jan-2022","EQ","900.25","914.85","890.00","899.75","909.45","908.10","905.99","1,267.65","853.50",1179252,"1,068,393,549.05",43551
"28-Jan-2022","EQ","893.40","922.00","889.20","888.10","900.50","899.75","903.13","1,267.65","853.50",1123033,"1,014,243,630.30",38443
"27-Jan-2022","EQ","913.55","913.55","881.95","915.95","887.00","888.10","889.39","1,267.65","853.50",1677902,"1,492,306,904.35",67591
"25-Jan-2022","EQ","911.55","930.60","908.00","922.00","915.65","915.95","917.82","1,267.65","853.50",1482316,"1,360,505,571.10",45951
"24-Jan-2022","EQ","898.50","933.50","898.50","903.40","919.00","922.00","920.85","1,267.65","853.50",2304612,"2,122,206,559.60",62844
"21-Jan-2022","EQ","937.45","937.95","897.60","939.50","908.00","903.40","913.80","1,267.65","853.50",1198180,"1,094,899,902.60",41083
"20-Jan-2022","EQ","958.80","959.80","934.05","959.45","939.00","939.50","941.94","1,267.65","853.50",965567,"909,507,256.40",27341
"19-Jan-2022","EQ","945.00","969.35","933.10","943.70","959.15","959.45","954.16","1,267.65","853.50",1270932,"1,212,677,224.95",36829
"18-Jan-2022","EQ","942.00","962.00","937.00","942.55","944.10","943.70","947.80","1,267.65","853.50",1620486,"1,535,893,610.65",42327
"17-Jan-2022","EQ","951.80","953.70","935.25","951.80","942.50","942.55","942.29","1,267.65","853.50",710204,"669,214,839.70",19303
"14-Jan-2022","EQ","958.95","962.85","948.55","958.95","949.20","951.80","954.65","1,267.65","853.50",534975,"510,714,748.45",18005
"13-Jan-2022","EQ","954.00","971.45","952.60","952.85","957.30","958.95","963.75","1,267.65","853.50",1769485,"1,705,333,518.00",55529
"12-Jan-2022","EQ","948.35","954.45","937.10","946.05","953.40","952.85","947.08","1,267.65","853.50",902540,"854,773,152.20",27194
"11-Jan-2022","EQ","941.90","952.00","934.55","938.30","945.00","946.05","945.51","1,267.65","853.50",1160947,"1,097,681,643.05",35329
"10-Jan-2022","EQ","917.00","941.75","916.05","916.05","939.70","938.30","933.95","1,267.65","853.50",982302,"917,417,763.80",35224
"07-Jan-2022","EQ","930.00","931.15","914.00","923.15","916.00","916.05","918.55","1,267.65","853.50",666082,"611,832,290.35",21557
