"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"31-Jan-2022","EQ","2,279.10","2,363.00","2,278.00","2,255.25","2,333.05","2,337.05","2,335.74","2,723.80","1,516.65",194481,"454,256,907.80",19972
"28-Jan-2022","EQ","2,258.10","2,333.00","2,244.85","2,251.75","2,250.05","2,255.25","2,281.83","2,723.80","1,516.65",244455,"557,805,726.90",18213
"27-Jan-2022","EQ","2,320.40","2,323.95","2,222.05","2,337.10","2,244.65","2,251.75","2,254.72","2,723.80","1,516.65",213736,"481,914,633.75",28624
"25-Jan-2022","EQ","2,325.00","2,354.70","2,278.35","2,358.50","2,321.00","2,337.10","2,311.38","2,723.80","1,516.65",318424,"735,999,952.60",44051
"24-Jan-2022","EQ","2,441.00","2,459.30","2,332.10","2,443.70","2,355.00","2,358.50","2,380.68","2,723.80","1,516.65",141089,"335,887,847.95",15228
"21-Jan-2022","EQ","2,461.00","2,484.00","2,424.25","2,478.35","2,453.00","2,443.70","2,457.59","2,723.80","1,516.65",95473,"234,633,951.90",12270
"20-Jan-2022","EQ","2,489.90","2,509.80","2,458.00","2,504.25","2,471.55","2,478.35","2,482.83","2,723.80","1,516.65",149634,"371,515,830.60",17782
"19-Jan-2022","EQ","2,500.00","2,511.30","2,457.95","2,506.30","2,489.05","2,504.25","2,488.59","2,723.80","1,516.65",169006,"420,586,404.95",21242
"18-Jan-2022","EQ","2,505.00","2,537.45","2,475.00","2,514.25","2,501.00","2,506.30","2,516.31","2,723.80","1,516.65",209807,"527,939,568.35",14417
"17-Jan-2022","EQ","2,486.00","2,520.55","2,470.05","2,489.75","2,505.00","2,514.25","2,501.96","2,723.80","1,516.65",212752,"532,296,634.80",12957
"14-Jan-2022","EQ","2,460.00","2,495.00","2,448.55","2,469.30","2,485.65","2,489.75","2,476.91","2,723.80","1,516.65",121057,"299,847,616.80",8947
"13-Jan-2022","EQ","2,450.00","2,475.35","2,427.60","2,450.70","2,464.00","2,469.30","2,457.12","2,723.80","1,516.65",155323,"381,647,698.85",11885
"12-Jan-2022","EQ","2,434.00","2,455.00","2,391.75","2,420.90","2,450.05","2,450.70","2,437.02","2,723.80","1,516.65",238933,"582,284,169.65",17435
"11-Jan-2022","EQ","2,380.00","2,437.80","2,380.00","2,405.65","2,421.05","2,420.90","2,420.22","2,723.80","1,516.65",174747,"422,926,535.10",14363
"10-Jan-2022","EQ","2,396.00","2,410.00","2,362.20","2,383.85","2,409.00","2,405.65","2,393.85","2,723.80","1,516.65",134056,"320,909,509.85",11378
"07-Jan-2022","EQ","2,363.45","2,403.00","2,361.00","2,368.10","2,380.05","2,383.85","2,385.54","2,723.80","1,516.65",221924,"529,409,496.40",19427
"06-Jan-2022","EQ","2,313.05","2,375.00","2,303.05","2,341.30","2,360.05","2,368.10","2,351.54","2,723.80","1,516.65",191619,"450,599,908.10",13186
"05-Jan-2022","EQ","2,313.05","2,346.40","2,301.15","2,313.05","2,337.15","2,341.30","2,334.78","2,723.80","1,516.65",128569,"300,179,969.50",10112
"04-Jan-2022","EQ","2,327.45","2,360.15","2,290.05","2,327.45","2,306.60","2,313.05","2,330.67","2,723.80","1,516.65",454070,"1,058,288,520.35",25342
"03-Jan-2022","EQ","2,325.00","2,335.00","2,300.00","2,323.40","2,315.75","2,327.45","2,317.85","2,723.80","1,516.65",128470,"297,773,705.05",12956
"31-Dec-2021","EQ","2,262.80","2,330.50","2,250.00","2,263.10","2,320.00","2,323.40","2,311.70","2,723.80","1,516.65",208841,"482,777,454.20",18390
"30-Dec-2021","EQ","2,244.00","2,297.75","2,238.80","2,258.65","2,277.15","2,263.10","2,271.86","2,723.80","1,516.65",240569,"546,538,524.20",17544
"29-Dec-2021","EQ","2,245.10","2,274.00","2,221.10","2,242.15","2,254.00","2,258.65","2,251.28","2,723.80","1,516.65",464278,"1,045,218,159.90",20780
"28-Dec-2021","EQ","2,195.45","2,254.30","2,195.45","2,188.40","2,254.30","2,242.15","2,227.74","2,723.80","1,516.65",184586,"411,210,123.10",11214
"27-Dec-2021","EQ","2,197.00","2,207.45","2,177.75","2,202.50","2,186.80","2,188.40","2,194.13","2,723.80","1,516.65",121942,"267,556,584.80",9214
"24-Dec-2021","EQ","2,168.00","2,216.85","2,151.30","2,143.95","2,197.00","2,202.50","2,179.69","2,723.80","1,515.50",497114,"1,083,555,901.05",29546
"23-Dec-2021","EQ","2,151.95","2,169.70","2,118.20","2,137.30","2,143.00","2,143.95","2,141.93","2,723.80","1,515.50",267180,"572,281,903.50",18856
"22-Dec-2021","EQ","2,110.00","2,188.00","2,107.10","2,095.45","2,137.05","2,137.30","2,146.82","2,723.80","1,515.50",346356,"743,564,328.10",37885
"21-Dec-2021","EQ","2,121.00","2,133.05","2,065.00","2,114.75","2,098.95","2,095.45","2,090.82","2,723.80","1,515.50",586903,"1,227,107,883.55",28282
"20-Dec-2021","EQ","2,188.00","2,188.00","2,066.10","2,206.15","2,112.35","2,114.75","2,103.17","2,723.80","1,515.50",425250,"894,372,162.20",45159
"17-Dec-2021","EQ","2,250.00","2,252.25","2,195.00","2,252.85","2,203.00","2,206.15","2,218.42","2,723.80","1,515.50",159488,"353,810,764.80",14312
"16-Dec-2021","EQ","2,258.65","2,277.00","2,231.45","2,247.80","2,257.00","2,252.85","2,257.65","2,723.80","1,515.50",172410,"389,240,728.60",14382
"15-Dec-2021","EQ","2,254.80","2,260.00","2,218.05","2,250.95","2,250.00","2,247.80","2,242.77","2,723.80","1,515.50",126826,"284,441,638.80",12816
"14-Dec-2021","EQ","2,230.00","2,254.80","2,196.35","2,239.55","2,249.00","2,250.95","2,230.04","2,723.80","1,515.50",164727,"367,347,035.50",12230
"13-Dec-2021","EQ","2,259.00","2,268.30","2,228.90","2,247.15","2,237.00","2,239.55","2,250.52","2,723.80","1,515.50",194878,"438,577,045.30",12983
"10-Dec-2021","EQ","2,222.00","2,270.00","2,222.00","2,243.40","2,250.90","2,247.15","2,250.68","2,723.80","1,515.50",192820,"433,975,999.45",12001
"09-Dec-2021","EQ","2,244.00","2,250.60","2,205.00","2,230.70","2,239.00","2,243.40","2,227.07","2,723.80","1,515.50",309641,"689,592,422.55",13049
"08-Dec-2021","EQ","2,179.10","2,239.90","2,160.65","2,150.15","2,230.00","2,230.70","2,201.19","2,723.80","1,515.50",396175,"872,055,010.70",30609
"07-Dec-2021","EQ","2,132.50","2,183.95","2,130.00","2,123.50","2,158.50","2,150.15","2,152.72","2,723.80","1,515.50",168085,"361,839,231.85",18050
"06-Dec-2021","EQ","2,217.95","2,220.70","2,116.00","2,201.25","2,128.25","2,123.50","2,158.99","2,723.80","1,515.50",316007,"682,256,480.35",28035
"03-Dec-2021","EQ","2,200.00","2,227.70","2,191.75","2,207.00","2,200.00","2,201.25","2,209.47","2,723.80","1,515.50",248680,"549,451,533.95",19251
"02-Dec-2021","EQ","2,182.45","2,214.85","2,157.70","2,174.70","2,210.00","2,207.00","2,185.91","2,723.80","1,515.50",265922,"581,281,833.30",31259
"01-Dec-2021","EQ","2,196.55","2,216.80","2,162.25","2,174.75","2,178.00","2,174.70","2,187.80","2,723.80","1,515.50",243491,"532,709,681.65",34872
"30-Nov-2021","EQ","2,170.00","2,240.00","2,162.00","2,163.20","2,178.95","2,174.75","2,190.07","2,723.80","1,515.50",554262,"1,213,872,062.30",50533
"29-Nov-2021","EQ","2,160.00","2,205.00","2,086.05","2,165.00","2,168.15","2,163.20","2,156.85","2,723.80","1,515.50",457626,"987,031,179.60",30378
"26-Nov-2021","EQ","2,220.00","2,233.35","2,146.40","2,241.00","2,169.00","2,165.00","2,175.93","2,723.80","1,515.50",396413,"862,567,910.55",30748
"25-Nov-2021","EQ","2,258.25","2,269.30","2,226.90","2,258.25","2,240.05","2,241.00","2,241.40","2,723.80","1,515.50",206643,"463,169,328.60",11602
"24-Nov-2021","EQ","2,305.10","2,318.55","2,246.65","2,297.55","2,259.90","2,258.25","2,275.25","2,723.80","1,515.50",253061,"575,777,099.20",16017
"23-Nov-2021","EQ","2,238.00","2,309.90","2,216.90","2,245.35","2,304.35","2,297.55","2,287.14","2,723.80","1,515.50",154234,"352,755,413.45",17379
"22-Nov-2021","EQ","2,315.00","2,329.15","2,229.45","2,311.15","2,251.70","2,245.35","2,280.48","2,723.80","1,515.50",333113,"759,656,473.15",18500
"18-Nov-2021","EQ","2,325.00","2,336.75","2,300.05","2,322.15","2,311.35","2,311.15","2,311.92","2,723.80","1,515.50",207450,"479,608,280.35",22262
"17-Nov-2021","EQ","2,358.00","2,360.00","2,316.00","2,355.60","2,325.00","2,322.15","2,330.01","2,723.80","1,515.50",186764,"435,162,289.55",29912
"16-Nov-2021","EQ","2,400.00","2,413.40","2,347.00","2,395.80","2,359.00","2,355.60","2,386.71","2,723.80","1,515.50",278117,"663,785,361.60",23443
"15-Nov-2021","EQ","2,345.00","2,443.00","2,345.00","2,361.75","2,395.05","2,395.80","2,366.19","2,723.80","1,515.50",663262,"1,569,406,315.95",24505
"12-Nov-2021","EQ","2,425.00","2,443.25","2,346.00","2,379.90","2,359.05","2,361.75","2,380.32","2,723.80","1,406.05",954647,"2,272,368,304.70",49404
"11-Nov-2021","EQ","2,514.85","2,530.00","2,367.30","2,519.45","2,376.00","2,379.90","2,416.47","2,723.80","1,406.05",448712,"1,084,298,025.85",39526
"10-Nov-2021","EQ","2,496.95","2,526.90","2,490.20","2,496.95","2,511.00","2,519.45","2,511.43","2,723.80","1,406.05",328992,"826,239,876.80",19077
"09-Nov-2021","EQ","2,467.40","2,512.70","2,450.75","2,459.10","2,497.00","2,496.95","2,486.41","2,723.80","1,406.05",299420,"744,480,148.05",20288
"08-Nov-2021","EQ","2,439.15","2,476.90","2,430.00","2,437.30","2,458.00","2,459.10","2,465.50","2,723.80","1,406.05",332479,"819,726,039.10",38370
"04-Nov-2021","EQ","2,454.70","2,459.85","2,432.55","2,440.90","2,439.00","2,437.30","2,441.30","2,723.80","1,306.30",30732,"75,025,923.30",3205
"03-Nov-2021","EQ","2,530.00","2,530.00","2,423.75","2,522.20","2,441.00","2,440.90","2,448.96","2,723.80","1,306.30",442430,"1,083,492,897.55",34057
"02-Nov-2021","EQ","2,530.00","2,599.00","2,513.00","2,515.55","2,521.00","2,522.20","2,551.84","2,723.80","1,306.30",420628,"1,073,373,360.35",29027
"01-Nov-2021","EQ","2,469.80","2,521.95","2,463.00","2,460.10","2,518.80","2,515.55","2,490.84","2,723.80","1,306.30",179081,"446,062,018.80",16997
"29-Oct-2021","EQ","2,498.00","2,503.45","2,450.15","2,490.65","2,457.00","2,460.10","2,476.89","2,723.80","1,306.30",320297,"793,339,685.75",20190
"28-Oct-2021","EQ","2,498.90","2,509.00","2,455.10","2,485.65","2,491.50","2,490.65","2,482.85","2,723.80","1,306.30",468321,"1,162,768,464.10",26943
"27-Oct-2021","EQ","2,502.00","2,513.70","2,480.05","2,492.20","2,483.50","2,485.65","2,491.32","2,723.80","1,306.30",191670,"477,512,199.50",16868
"26-Oct-2021","EQ","2,423.90","2,504.90","2,380.50","2,414.35","2,487.40","2,492.20","2,459.56","2,723.80","1,306.30",550532,"1,354,065,138.10",22398
"25-Oct-2021","EQ","2,483.95","2,489.90","2,402.95","2,483.95","2,409.00","2,414.35","2,432.57","2,723.80","1,306.30",411407,"1,000,776,956.60",24212
"22-Oct-2021","EQ","2,500.10","2,513.35","2,453.70","2,487.25","2,486.60","2,483.95","2,483.13","2,723.80","1,306.30",320289,"795,320,278.85",18192
"21-Oct-2021","EQ","2,510.00","2,517.85","2,475.00","2,487.20","2,498.15","2,487.25","2,489.44","2,723.80","1,306.30",187612,"467,049,267.80",11023
"20-Oct-2021","EQ","2,562.50","2,577.25","2,442.25","2,584.40","2,490.00","2,487.20","2,508.78","2,723.80","1,306.30",407538,"1,022,424,896.40",30222
"19-Oct-2021","EQ","2,615.00","2,630.00","2,561.00","2,609.85","2,561.00","2,584.40","2,593.52","2,723.80","1,306.30",222999,"578,351,904.80",16366
