,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,GRASIM,HDFCLIFE,HEROMOTOCO,HINDALCO,ICICIBANK,INDUSINDBK,ITC,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,RELIANCE,SHREECEM,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
BAJAJ-AUTO,1.0,0.5774016878433826,0.50607660932882,0.46189033537729207,0.47376362650920656,0.27368081480606077,0.32911335104848927,0.5574589611822879,0.50595446710615,0.7284623928576901,0.5294127250475736,0.5254802238479276,0.4351189668985854,0.43276911055221284,0.4753015001627867,0.5008745152039404,0.4868968921251088,0.6034663207470802,0.3376571968923641,0.35447266340007016,0.44890194260404004,0.4360989254197143,0.48370704977423784,0.43317942272882226,0.42161989323512467,0.47647847751444466,0.4095071112388568,0.5632447768680856,0.5411091137053531,0.3932419229842505
BAJAJFINSV,0.5774016878433826,1.0,0.8731543143075233,0.4602907759855321,0.5317402964911009,0.21814526016557806,0.4001672195465992,0.6498039828815566,0.5564890884385494,0.47752367224366354,0.5752814359640425,0.7012721159301958,0.6032144181279899,0.4009910065188524,0.625052761974902,0.6559257763413113,0.5120727418641913,0.5906416389791546,0.34894511859870214,0.4260036283467165,0.4642140575324365,0.46877642310703993,0.5552787749277828,0.5462390799589253,0.516037098133188,0.41893589163391354,0.4959757724087815,0.5606256827607872,0.5874321871743814,0.3120688439031122
BAJFINANCE,0.50607660932882,0.8731543143075233,1.0,0.4267226930516951,0.5054992898914686,0.18227713863331083,0.35929131083330923,0.5484902300990193,0.5767868215184705,0.4752444683550577,0.5336595916173891,0.7203763356574088,0.5903809224106138,0.30899825925104685,0.6687163364664851,0.5953825658957421,0.5049411696945943,0.604693612445644,0.27002422275374405,0.427255409221632,0.43049308029468103,0.45164121834958804,0.5239457947314926,0.5493853643298454,0.5355579828738819,0.36479402863889837,0.45207931745020785,0.5419891101871356,0.5457347640238001,0.29338077354432024
BHARTIARTL,0.46189033537729207,0.4602907759855321,0.4267226930516951,1.0,0.3816941398898468,0.3331770178810303,0.1820636856797926,0.582903437870474,0.49159975464022765,0.40561648629588737,0.45655271302581474,0.44568351619371555,0.4222779868926434,0.3972693755485908,0.4173085844109551,0.42402013914133907,0.3744451377124179,0.3978185204492234,0.29056903444500115,0.38433054325647603,0.3634910899921604,0.3201813580293517,0.3979757357774258,0.41568472927121675,0.4646217653147568,0.3568972512354077,0.32370701976267385,0.35029968609559,0.45683665137767465,0.23634864934446184
BRITANNIA,0.47376362650920656,0.5317402964911009,0.5054992898914686,0.3816941398898468,1.0,0.3079302301307444,0.33258220653825554,0.48781010739280845,0.6019985898725903,0.4757822311806003,0.5000199675767845,0.461569990929998,0.3480516120282128,0.3241328333993654,0.48583068998863144,0.4970470356625975,0.3553186515982952,0.5373027956080675,0.6774318048597535,0.35380493380201555,0.4156670413364152,0.5313098760199,0.5187782768827455,0.6126420761157572,0.37375765905486497,0.40964558430586345,0.5146057803216475,0.4526479028494985,0.5136602924670947,0.4206165057690946
CIPLA,0.27368081480606077,0.21814526016557806,0.18227713863331083,0.3331770178810303,0.3079302301307444,1.0,0.26009924555049685,0.40812183526258206,0.18810951592121303,0.2378835588578975,0.35863241803714885,0.22370012178773083,0.19594228984979215,0.28509236857720904,0.24069443947206529,0.3064055810303881,0.4462916460354183,0.2928366992670437,0.3220710952271915,0.3508566729209244,0.2860992323197694,0.22169129949268554,0.34615447979120795,0.37865741412671844,0.31079160083594365,0.30512102726828433,0.3354171793808714,0.25760203805935067,0.2759124729565386,0.30199516754037503
COALINDIA,0.32911335104848927,0.4001672195465992,0.35929131083330923,0.1820636856797926,0.33258220653825554,0.26009924555049685,1.0,0.41783360545107656,0.25891233423338006,0.31078837580461044,0.5277383902469358,0.45716205473917987,0.254570977137337,0.35692116099983034,0.25936581051711227,0.48041738918075844,0.37690340613694945,0.42270981062976704,0.2666120549067194,0.5604734918974417,0.6248779917850085,0.3643769048806279,0.48273913802858653,0.35590562157900296,0.4835550589175884,0.3520937998990165,0.4370333339593464,0.36824193136817485,0.42789969164086084,0.4221209643006184
GRASIM,0.5574589611822879,0.6498039828815566,0.5484902300990193,0.582903437870474,0.48781010739280845,0.40812183526258206,0.41783360545107656,1.0,0.5492382302743835,0.49322342304197375,0.6806721962791417,0.617558119448237,0.4900389483760461,0.41929977754142284,0.48601042181820786,0.661159041029379,0.5577348506725334,0.6109395386861439,0.459503235821335,0.49085125619729736,0.4883317179803923,0.4713312931558651,0.6636838125129715,0.5750432814353769,0.6435624697042023,0.45465485649706316,0.5191372624893711,0.5751972318965667,0.7125887352329179,0.3564945517113035
HDFCLIFE,0.50595446710615,0.5564890884385494,0.5767868215184705,0.49159975464022765,0.6019985898725903,0.18810951592121303,0.25891233423338006,0.5492382302743835,1.0,0.4732728204978457,0.566307053325337,0.5849576368046728,0.49058626626790675,0.3539226705914761,0.5485558846855482,0.572374355159549,0.35245557204118994,0.5878946004202209,0.5476408975511174,0.40756274061590114,0.3851198395175799,0.5570356957991769,0.513692340042139,0.6203911712182724,0.4755047286315565,0.4233320221045366,0.5097932132997333,0.48843846194333707,0.5622786981754342,0.36103589812104275
HEROMOTOCO,0.7284623928576901,0.47752367224366354,0.4752444683550577,0.40561648629588737,0.4757822311806003,0.2378835588578975,0.31078837580461044,0.49322342304197375,0.4732728204978457,1.0,0.4852827020762144,0.4491218337231499,0.40224016489689274,0.3372669488343844,0.43657856417580343,0.4481918664650337,0.48184619302262177,0.6245053934777617,0.33915877341976935,0.3720687375159445,0.3791222638668238,0.41672854807424475,0.41710989020739314,0.3797759544283261,0.408876176777045,0.41124157574626224,0.3534427315591092,0.5078750204697058,0.5032579637119089,0.39318596101090386
