,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,GRASIM,HDFCLIFE,HEROMOTOCO,HINDALCO,ICICIBANK,INDUSINDBK,ITC,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,RELIANCE,SHREECEM,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
BAJAJ-AUTO,1.0,0.19418195058811547,0.17541383479348568,0.22539991331568252,0.26627049973583095,0.14583714336990378,0.16800927414395322,0.2839703357713759,0.11961090172884081,0.5729641888587749,0.28784377212926665,0.2035193173580704,0.10442513774901939,0.23481148457014722,0.2767526591994042,0.34636594241869234,0.3156540699520759,0.3437073078362853,0.17575829539321344,0.16622454133703435,0.22732562045398966,0.35221938009628434,0.29796783169389257,0.18861508342150046,0.2902934364648425,-0.003997346278287987,0.012565606408162209,0.24967428590917903,0.24477469431212723,0.1996245064849763
BAJAJFINSV,0.19418195058811547,1.0,0.7336295070608193,0.32499258936475045,0.4375373737380102,0.2047276082039956,0.11285009341640936,0.37423286815103424,0.2433886517441937,0.23620089482901083,0.25220741698037413,0.31352150225761904,0.4477631398011394,0.25130830346380895,0.4175827969790477,0.3698435349597785,0.43566880030826993,0.4492581698006506,0.21300963619788768,0.2089956547821626,0.244070302361237,0.34087367211577896,0.4276265625909295,0.3427251976922622,0.36292984838606934,-0.08710514412484158,0.044676923281730195,0.22302351058207887,0.4306897376825577,0.014005328859177867
BAJFINANCE,0.17541383479348568,0.7336295070608193,1.0,0.30523561419249445,0.32913318480872183,0.23266968086046888,0.1267882401064057,0.25020858495111625,0.21539438426541674,0.21365795583379624,0.28331979288749837,0.24794048776529076,0.3554663690075136,0.2080415910586451,0.3362826006039647,0.30836641017414923,0.34170348154750746,0.3941088877892817,0.23805755048305186,0.139525659530076,0.21891785480421558,0.28748557488877163,0.30245818704456684,0.24852803936287735,0.30890578692940335,-0.06232089901490716,0.10580237348522806,0.18797181056890847,0.35426424704273707,0.05317015357427027
BHARTIARTL,0.22539991331568252,0.32499258936475045,0.30523561419249445,1.0,0.13607644326730545,0.15244824828988018,0.1122934788649112,0.2402030726576561,0.1998237841435341,0.23700157549884346,0.2866376314623383,0.2145073467226846,0.20200648613485594,0.29829212511613434,0.12799647035025688,0.27479419980952446,0.29110828704239494,0.2720698057220321,0.09064141563103538,0.23644465345441323,0.18715307255361446,0.26258724535703437,0.26431610007306333,0.250688417413071,0.29154759217767573,-0.013163497569268183,0.1011255797759321,0.20035252273225337,0.33906334858753495,0.020013953763737886
BRITANNIA,0.26627049973583095,0.4375373737380102,0.32913318480872183,0.13607644326730545,1.0,0.2553017588162875,0.04678642969983305,0.39154401980611253,0.215361354519825,0.22656711816981914,0.1645860636924761,0.15141183419498433,0.2780482678041505,0.24860557025499141,0.42422515997606247,0.3258335227436786,0.3615238409489271,0.3429440205349842,0.3887544578637638,0.17739030322711205,0.1819282832073791,0.2751382878697526,0.2982627695099928,0.34138206400781773,0.21704165463513778,0.05278468008151464,0.2718133144482659,0.26639890189095994,0.2859796775067748,0.2052162487975724
CIPLA,0.14583714336990378,0.2047276082039956,0.23266968086046888,0.15244824828988018,0.2553017588162875,1.0,0.06161007283902677,0.26395149311274313,0.09816428083432965,0.20903123740155213,0.1299717652220779,0.1626049939214506,0.18946160111332302,0.2576338449494222,0.22361802161291752,0.1867174271917918,0.1469034324802036,0.17308463455833292,0.15568605246453943,0.20451087896688205,0.12514005672334283,0.22755000504159406,0.10638239625636373,0.2807703377307326,0.23166835366515687,0.15068808819030696,0.19504109385005683,0.19320216846947214,0.15427787854006683,0.14044987051159954
COALINDIA,0.16800927414395322,0.11285009341640936,0.1267882401064057,0.1122934788649112,0.04678642969983305,0.06161007283902677,1.0,0.11927689317687891,0.0721893182748716,0.1589707219633519,0.24953712640035608,0.15741658371288736,0.009955289961928016,0.09276272083758495,0.04669368702773448,0.16614939407253163,0.11326432820686598,0.18759387775483088,0.1256384701426486,0.219503211428842,0.23853320983367826,0.20280656956572107,0.22481542251900927,0.16549521557962513,0.2180290147697722,-0.002064742513740035,0.05424846707166143,0.043013507270387344,0.24351164152767607,0.07614218326543641
GRASIM,0.2839703357713759,0.37423286815103424,0.25020858495111625,0.2402030726576561,0.39154401980611253,0.26395149311274313,0.11927689317687891,1.0,0.20162937035126835,0.22822207124252195,0.30042737111328827,0.2566075399025053,0.2982185208382202,0.30121472130156135,0.2604727222067122,0.4146378682892313,0.3749881855712966,0.3735494619543651,0.20560805998393392,0.3070138425292316,0.2790003039277891,0.23628585992108633,0.36426404374152094,0.30774013237535547,0.29241196910885936,0.03804949896493901,0.10656009056665551,0.20217566908624635,0.5203351288496681,0.08973052051416106
HDFCLIFE,0.11961090172884081,0.2433886517441937,0.21539438426541674,0.1998237841435341,0.215361354519825,0.09816428083432965,0.0721893182748716,0.20162937035126835,1.0,0.24566601655391918,0.10247036567997864,0.18487123028146724,0.21245313486708606,0.19294002929877607,0.1799714382530748,0.27291965854339406,0.193325909013483,0.22831466803552833,0.18526042111601107,0.07603983930912211,0.11509479354518135,0.1781622635794144,0.203679870951924,0.2046817484289564,0.17553581409766603,-0.002119485995633413,0.08039520653708081,0.13079695330558339,0.1970974777609226,0.0024511407051444846
HEROMOTOCO,0.5729641888587749,0.23620089482901083,0.21365795583379624,0.23700157549884346,0.22656711816981914,0.20903123740155213,0.1589707219633519,0.22822207124252195,0.24566601655391918,1.0,0.22155252970727302,0.16921282464870643,0.2109267216098642,0.14179316529964917,0.2544338314780068,0.3002197501121897,0.34478555735280153,0.3663784973266194,0.19787048967626147,0.17588607936377196,0.16437895390850515,0.28598075555249425,0.2556481345435155,0.24294143424484774,0.22945182231130404,0.1334471644548592,0.0989466722982159,0.1858835508896076,0.2663996700907136,0.13784115680822911
HINDALCO,0.28784377212926665,0.25220741698037413,0.28331979288749837,0.2866376314623383,0.1645860636924761,0.1299717652220779,0.24953712640035608,0.30042737111328827,0.10247036567997864,0.22155252970727302,1.0,0.2999224569483876,0.20248472207781698,0.2703400500091934,0.13116071969597995,0.4160953641139855,0.21948970777745494,0.32642292888881386,0.13749913735554706,0.2766123630638199,0.2706898258865074,0.1799480960347234,0.3101595784533166,0.2579477502112434,0.6118397750449487,-0.006754781277596326,0.035884145709800405,0.14488156820850454,0.388455252013017,0.20879090087058622
ICICIBANK,0.2035193173580704,0.31352150225761904,0.24794048776529076,0.2145073467226846,0.15141183419498433,0.1626049939214506,0.15741658371288736,0.2566075399025053,0.18487123028146724,0.16921282464870643,0.2999224569483876,1.0,0.10302508224447514,0.2296650439416968,0.01440600299472233,0.3501316336910845,0.2999665047811005,0.34191878055413083,0.184772320370161,0.28916475682372783,0.1852851548538389,0.28605621179334595,0.26811955771675505,0.17400746564847072,0.3893647905452579,-0.022023309992571335,0.013818776698815175,0.21174026489915163,0.3864543771712965,0.03404749425666957
INDUSINDBK,0.10442513774901939,0.4477631398011394,0.3554663690075136,0.20200648613485594,0.2780482678041505,0.18946160111332302,0.009955289961928016,0.2982185208382202,0.21245313486708606,0.2109267216098642,0.20248472207781698,0.10302508224447514,1.0,0.24250253410378145,0.38557362527763556,0.30968135325028134,0.37789975265923076,0.3117531610830031,0.20933582697237857,0.1187270790069899,0.14057014118852101,0.22788699804548587,0.2713619047859718,0.12939486920498727,0.2759788268448058,-0.01075640130343653,0.08417036779320865,0.26245347545042097,0.33970680511954965,0.008838978192570358
ITC,0.23481148457014722,0.25130830346380895,0.2080415910586451,0.29829212511613434,0.24860557025499141,0.2576338449494222,0.09276272083758495,0.30121472130156135,0.19294002929877607,0.14179316529964917,0.2703400500091934,0.2296650439416968,0.24250253410378145,1.0,0.2830500262706039,0.21433317979595648,0.2899307508454519,0.2705678910932644,0.1434251352487493,0.3511940256843115,0.2962083529099566,0.2517722204555529,0.19444742641242113,0.23314134994046318,0.21382701484588013,0.0857984354276337,0.03320498402569704,0.1397327704662815,0.29290838995055174,0.1637240707842004
KOTAKBANK,0.2767526591994042,0.4175827969790477,0.3362826006039647,0.12799647035025688,0.42422515997606247,0.22361802161291752,0.04669368702773448,0.2604727222067122,0.1799714382530748,0.2544338314780068,0.13116071969597995,0.01440600299472233,0.38557362527763556,0.2830500262706039,1.0,0.3338621934693406,0.37057907164891013,0.25586034735037255,0.14728120846389797,0.09254632727371596,0.18316933657763793,0.3312763105789725,0.22448020087769424,0.3056898835389791,0.16928494397962646,0.08763162219073872,0.13053698064075658,0.22524527199356603,0.23426581384976441,0.08948223776869298
LT,0.34636594241869234,0.3698435349597785,0.30836641017414923,0.27479419980952446,0.3258335227436786,0.1867174271917918,0.16614939407253163,0.4146378682892313,0.27291965854339406,0.3002197501121897,0.4160953641139855,0.3501316336910845,0.30968135325028134,0.21433317979595648,0.3338621934693406,1.0,0.4309327714264062,0.37263844878236585,0.227056224211204,0.2596512164207009,0.23831197577461874,0.3196728564794618,0.3351337890095568,0.2816084678311656,0.43869881394199917,0.04140868678632794,0.05517175753763971,0.19229526939749153,0.39784939088498844,0.17255180130209175
M&M,0.3156540699520759,0.43566880030826993,0.34170348154750746,0.29110828704239494,0.3615238409489271,0.1469034324802036,0.11326432820686598,0.3749881855712966,0.193325909013483,0.34478555735280153,0.21948970777745494,0.2999665047811005,0.37789975265923076,0.2899307508454519,0.37057907164891013,0.4309327714264062,1.0,0.38740613446197286,0.18648783698127197,0.21168699393116977,0.15011653556856258,0.31650526484561325,0.32339709439066394,0.3159846737700787,0.3546038799395114,0.07461599250130826,0.08315660455698097,0.11970892594320014,0.4054604269100495,0.060114454964671375
MARUTI,0.3437073078362853,0.4492581698006506,0.3941088877892817,0.2720698057220321,0.3429440205349842,0.17308463455833292,0.18759387775483088,0.3735494619543651,0.22831466803552833,0.3663784973266194,0.32642292888881386,0.34191878055413083,0.3117531610830031,0.2705678910932644,0.25586034735037255,0.37263844878236585,0.38740613446197286,1.0,0.26558562840786354,0.2863715148258626,0.2596853898114763,0.27518439920330723,0.34721112530974346,0.25731418443682513,0.3287577708207914,-0.07268754674385527,-0.0028553848393338796,0.24361960691896806,0.4621668036043225,0.033895037803292706
NESTLEIND,0.17575829539321344,0.21300963619788768,0.23805755048305186,0.09064141563103538,0.3887544578637638,0.15568605246453943,0.1256384701426486,0.20560805998393392,0.18526042111601107,0.19787048967626147,0.13749913735554706,0.184772320370161,0.20933582697237857,0.1434251352487493,0.14728120846389797,0.227056224211204,0.18648783698127197,0.26558562840786354,1.0,0.12972363851167817,0.06863293412447442,0.1733852745535087,0.2044113875007035,0.12428627345129278,0.13644877862566215,0.13410209406004894,0.23958604495283006,0.25287100123320877,0.25072683275622853,0.14505306512655106
NTPC,0.16622454133703435,0.2089956547821626,0.139525659530076,0.23644465345441323,0.17739030322711205,0.20451087896688205,0.219503211428842,0.3070138425292316,0.07603983930912211,0.17588607936377196,0.2766123630638199,0.28916475682372783,0.1187270790069899,0.3511940256843115,0.09254632727371596,0.2596512164207009,0.21168699393116977,0.2863715148258626,0.12972363851167817,1.0,0.32775168056842147,0.165577956839111,0.20422957314447676,0.22111270200812894,0.22718496618557735,0.028525648051811257,0.048295297996035436,0.0940719654379671,0.3282813033010031,0.04884227502352211
ONGC,0.22732562045398966,0.244070302361237,0.21891785480421558,0.18715307255361446,0.1819282832073791,0.12514005672334283,0.23853320983367826,0.2790003039277891,0.11509479354518135,0.16437895390850515,0.2706898258865074,0.1852851548538389,0.14057014118852101,0.2962083529099566,0.18316933657763793,0.23831197577461874,0.15011653556856258,0.2596853898114763,0.06863293412447442,0.32775168056842147,1.0,0.4107828747433604,0.25289953805634935,0.24801057833737222,0.2652585060869673,-0.03784287708441113,0.07648240332715492,0.09719226724160988,0.2837707649771012,0.09013799859083158
RELIANCE,0.35221938009628434,0.34087367211577896,0.28748557488877163,0.26258724535703437,0.2751382878697526,0.22755000504159406,0.20280656956572107,0.23628585992108633,0.1781622635794144,0.28598075555249425,0.1799480960347234,0.28605621179334595,0.22788699804548587,0.2517722204555529,0.3312763105789725,0.3196728564794618,0.31650526484561325,0.27518439920330723,0.1733852745535087,0.165577956839111,0.4107828747433604,1.0,0.2664656349804689,0.25929873220039995,0.31015683793067267,0.12673465763024983,0.15670111728996539,0.25918341141579015,0.31915067144360065,0.14887408239381514
SHREECEM,0.29796783169389257,0.4276265625909295,0.30245818704456684,0.26431610007306333,0.2982627695099928,0.10638239625636373,0.22481542251900927,0.36426404374152094,0.203679870951924,0.2556481345435155,0.3101595784533166,0.26811955771675505,0.2713619047859718,0.19444742641242113,0.22448020087769424,0.3351337890095568,0.32339709439066394,0.34721112530974346,0.2044113875007035,0.20422957314447676,0.25289953805634935,0.2664656349804689,1.0,0.25982371179793506,0.3550807384726474,0.06238158330355716,0.15261298752531507,0.2656448364965039,0.5255427306109138,0.08609598472292351
TATACONSUM,0.18861508342150046,0.3427251976922622,0.24852803936287735,0.250688417413071,0.34138206400781773,0.2807703377307326,0.16549521557962513,0.30774013237535547,0.2046817484289564,0.24294143424484774,0.2579477502112434,0.17400746564847072,0.12939486920498727,0.23314134994046318,0.3056898835389791,0.2816084678311656,0.3159846737700787,0.25731418443682513,0.12428627345129278,0.22111270200812894,0.24801057833737222,0.25929873220039995,0.25982371179793506,1.0,0.36650909908073614,0.022094146582224857,0.11694570329742178,0.2493060248544479,0.28011104769651296,0.09355086717156745
TATASTEEL,0.2902934364648425,0.36292984838606934,0.30890578692940335,0.29154759217767573,0.21704165463513778,0.23166835366515687,0.2180290147697722,0.29241196910885936,0.17553581409766603,0.22945182231130404,0.6118397750449487,0.3893647905452579,0.2759788268448058,0.21382701484588013,0.16928494397962646,0.43869881394199917,0.3546038799395114,0.3287577708207914,0.13644877862566215,0.22718496618557735,0.2652585060869673,0.31015683793067267,0.3550807384726474,0.36650909908073614,1.0,-0.04959001505490551,-0.035866552394733575,0.23227115973950965,0.4399517158505782,0.1421616014529212
TCS,-0.003997346278287987,-0.08710514412484158,-0.06232089901490716,-0.013163497569268183,0.05278468008151464,0.15068808819030696,-0.002064742513740035,0.03804949896493901,-0.002119485995633413,0.1334471644548592,-0.006754781277596326,-0.022023309992571335,-0.01075640130343653,0.0857984354276337,0.08763162219073872,0.04140868678632794,0.07461599250130826,-0.07268754674385527,0.13410209406004894,0.028525648051811257,-0.03784287708441113,0.12673465763024983,0.06238158330355716,0.022094146582224857,-0.04959001505490551,1.0,0.41377958650553687,-0.011817199832093894,-0.0027712888622792435,0.24360726963219775
TECHM,0.012565606408162209,0.044676923281730195,0.10580237348522806,0.1011255797759321,0.2718133144482659,0.19504109385005683,0.05424846707166143,0.10656009056665551,0.08039520653708081,0.0989466722982159,0.035884145709800405,0.013818776698815175,0.08417036779320865,0.03320498402569704,0.13053698064075658,0.05517175753763971,0.08315660455698097,-0.0028553848393338796,0.23958604495283006,0.048295297996035436,0.07648240332715492,0.15670111728996539,0.15261298752531507,0.11694570329742178,-0.035866552394733575,0.41377958650553687,1.0,0.17021682956353562,0.02051097083096925,0.3423228453006742
