,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,GRASIM,HDFCLIFE,HEROMOTOCO,HINDALCO,ICICIBANK,INDUSINDBK,ITC,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,RELIANCE,SHREECEM,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
NESTLEIND,0.14377220403638233,0.14892446840073284,0.16694251655619902,0.07573352532246488,0.4531466855725042,0.05827876276789617,-0.03583770166318257,0.1017148155445756,0.21121477756057924,0.12881511705378618,0.07724851505782664,0.11424001926827983,0.020646032051462485,0.19931152281439696,0.15619248877047806,0.159204455674655,0.0696319290850295,0.1380344315695568,1.0,0.10440431316977856,0.020970017657753807,0.23516865764210157,0.25946075963704834,0.24490520982487488,0.05164053257975323,0.30891935639087253,0.24552965515446795,0.2792454942485307,0.23401812552497087,0.2965455525325082
NTPC,0.234916372928671,0.2580639353227825,0.2519177480040098,0.19587313379502183,0.09269637232513515,0.05971654977115212,0.5614078291917757,0.2934627787365302,0.2831381013837008,0.30264869082777984,0.3677737202581439,0.2294990900539339,0.30995670428081235,0.33241275468816817,0.2620960923439005,0.3339528544178972,0.30277987778636867,0.24199626396891744,0.10440431316977856,1.0,0.4803542159687826,0.29815732210673906,0.2734919673470542,0.26773703877760574,0.36435135529924867,0.20216562264402876,0.17636284221913148,0.28606672270232814,0.23633009365853058,0.166232707145481
ONGC,0.2480490504823092,0.3008809094611411,0.33200671466423204,0.22748023278242918,0.07540047911656537,-0.05969958035680162,0.5422526892629765,0.35905275473593734,0.23001523304790636,0.3614422286417867,0.37331192394922347,0.2866932952166385,0.2950660029751838,0.2957865796822194,0.3197293576212085,0.29780540217813845,0.2886381392566733,0.23548775845145375,0.020970017657753807,0.4803542159687826,1.0,0.3285885519029145,0.2292011672379472,0.1689865712060707,0.35225743500468143,0.09790042281752977,0.11652747051967456,0.23260718657529506,0.25602053662775287,0.10738625173816999
RELIANCE,0.32417103806230413,0.34827374666297983,0.4110708179848162,0.2792623837368539,0.17534371117387168,-0.023032894843075975,0.3496639392252071,0.3855767897819041,0.3815840886032358,0.3596791110203285,0.38663475333116376,0.34436452406192686,0.37114291051807574,0.3400186284181672,0.375031088078339,0.39964679128205577,0.36992522652452237,0.192104395855034,0.23516865764210157,0.29815732210673906,0.3285885519029145,1.0,0.2950460924804943,0.33612791129832653,0.365068749300512,0.286039963547219,0.28327645793977674,0.32941911325019513,0.34449585770315516,0.24615928610430288
SHREECEM,0.2627819903834,0.3544118858047301,0.3434114799810116,0.24264340988236316,0.2745437372848705,0.05995717641976618,0.2228414820468576,0.5377865984969606,0.2867454041899094,0.2890668839252438,0.36322273157983753,0.39618766265095107,0.3066549124595804,0.3318812742724865,0.3504833402358539,0.4453556760862968,0.3211522277726351,0.23721768376717828,0.25946075963704834,0.2734919673470542,0.2292011672379472,0.2950460924804943,1.0,0.4114861250703548,0.32539516188539963,0.31866690418902943,0.24575749018150359,0.41924993302652513,0.7144236302727967,0.3347099760684568
TATACONSUM,0.31189922409162274,0.3141554085347247,0.33901625986132305,0.24742125977009577,0.33616951566165965,0.042307077830947976,0.18860457461454985,0.3574727711199114,0.3344216000375635,0.36831081148530315,0.31998338380548236,0.24438437416024564,0.24643168787643704,0.36904345711812736,0.31059031771421747,0.3553805256825913,0.31408369450507617,0.2799742577425119,0.24490520982487488,0.26773703877760574,0.1689865712060707,0.33612791129832653,0.4114861250703548,1.0,0.26260136454274474,0.2558138782165408,0.2713040714289864,0.36213687463316213,0.4124102014987403,0.27788113041342216
TATASTEEL,0.26247640443461145,0.4423000037353673,0.3840104709027163,0.29780353736623866,0.08680231257656472,-0.001659445542245278,0.4348455010898358,0.4620293252110117,0.25713868835408926,0.30756577633011584,0.7451702976957082,0.3636326687969302,0.35690564562941,0.28706010801105375,0.24154660345086135,0.4124859511614836,0.30260017486071933,0.14800110903816865,0.05164053257975323,0.36435135529924867,0.35225743500468143,0.365068749300512,0.32539516188539963,0.26260136454274474,1.0,0.19960558914330176,0.2213421809595079,0.2805104020373938,0.40219051022846647,0.22407825653791724
TCS,0.12257756032851568,0.190068658423611,0.16758510976623564,0.24694289456731155,0.28044957333255366,0.16330377218695677,0.15260435119219562,0.17937764851547158,0.27611913063342713,0.17524913418033206,0.22304543179729588,0.17805775748731442,0.1655430904224085,0.15925114750453323,0.1065034459914942,0.27287072571678933,0.14712348995927924,0.09547062223594747,0.30891935639087253,0.20216562264402876,0.09790042281752977,0.286039963547219,0.31866690418902943,0.2558138782165408,0.19960558914330176,1.0,0.4797029174360278,0.3133659226233797,0.23464795688325898,0.48210652236628815
TECHM,0.1230783701559045,0.2455377597333883,0.19896058737875577,0.25156158943939194,0.17639567320027605,0.1454334614890034,0.19031179279748062,0.2569691176946269,0.2548275898146387,0.20027426259639483,0.267252213676402,0.16150665975882414,0.14380858442711422,0.158935048419813,0.19284329940670447,0.38650471571484496,0.23209009683743753,0.12554039786607565,0.24552965515446795,0.17636284221913148,0.11652747051967456,0.28327645793977674,0.24575749018150359,0.2713040714289864,0.2213421809595079,0.4797029174360278,1.0,0.2603180823713711,0.19835754969443306,0.5682908021637847
TITAN,0.36978465883495226,0.39821171833887276,0.37954638603361834,0.21183108813925142,0.23997089707549282,0.02807556753575926,0.19835833470980843,0.3429998223909901,0.2878557051365562,0.42148000160967114,0.2851261709578913,0.3131799167457805,0.2808946254198104,0.34477417447307707,0.32583388711547995,0.3860692782407722,0.35694670769197745,0.30230179965990983,0.2792454942485307,0.28606672270232814,0.23260718657529506,0.32941911325019513,0.41924993302652513,0.36213687463316213,0.2805104020373938,0.3133659226233797,0.2603180823713711,1.0,0.4126113416820588,0.29550533312043115
ULTRACEMCO,0.3153121259049826,0.36195755104456834,0.40150231643659157,0.27703077119910574,0.18855746578953067,-0.023210285129805802,0.1961863399325755,0.6300632815991756,0.28737762239042636,0.34943530619800234,0.3874554363725504,0.41069488395213016,0.2962159239607042,0.36728982799684856,0.38541505406639237,0.43969021366145833,0.33081609645260196,0.2931904667452469,0.23401812552497087,0.23633009365853058,0.25602053662775287,0.34449585770315516,0.7144236302727967,0.4124102014987403,0.40219051022846647,0.23464795688325898,0.19835754969443306,0.4126113416820588,1.0,0.2793841869542446
WIPRO,0.1931410004910979,0.24538982005670898,0.20925788476144572,0.22892622811165417,0.20517739748256877,0.1277730964697574,0.12433573001046022,0.28808802107574694,0.1650143605635319,0.22977522185050556,0.32127628141020337,0.20616924201128867,0.19446191441610458,0.1987445469763067,0.17428850882127264,0.30825063485851034,0.189361092842499,0.08866274199937223,0.2965455525325082,0.166232707145481,0.10738625173816999,0.24615928610430288,0.3347099760684568,0.27788113041342216,0.22407825653791724,0.48210652236628815,0.5682908021637847,0.29550533312043115,0.2793841869542446,1.0
