,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BHARTIARTL,BRITANNIA,CIPLA,COALINDIA,GRASIM,HDFCLIFE,HEROMOTOCO,HINDALCO,ICICIBANK,INDUSINDBK,ITC,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,RELIANCE,SHREECEM,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,ULTRACEMCO,WIPRO
BAJAJ-AUTO,1.0,0.29039310143238384,0.3699255487580656,0.20505966427812924,0.09371660326423191,0.07003785828630288,0.26783215502634167,0.3402228745499345,0.24275287402083934,0.6343024864325717,0.2980704742613393,0.3154898976151168,0.35068179182215864,0.3134031684794717,0.3999892980281444,0.3837019911148023,0.4758069471380156,0.5086004988915598,0.14377220403638233,0.234916372928671,0.2480490504823092,0.32417103806230413,0.2627819903834,0.31189922409162274,0.26247640443461145,0.12257756032851568,0.1230783701559045,0.36978465883495226,0.3153121259049826,0.1931410004910979
BAJAJFINSV,0.29039310143238384,1.0,0.7436207228848737,0.3250561640949043,0.09830780710361166,-0.04337560052555688,0.24313107417293417,0.39613154472896345,0.33122891063260684,0.2845137758780943,0.4109196988205183,0.45516651406360137,0.42269787202840936,0.2936260921901823,0.37904962527120056,0.4851203433754363,0.40670929426012475,0.2392099768958687,0.14892446840073284,0.2580639353227825,0.3008809094611411,0.34827374666297983,0.3544118858047301,0.3141554085347247,0.4423000037353673,0.190068658423611,0.2455377597333883,0.39821171833887276,0.36195755104456834,0.24538982005670898
BAJFINANCE,0.3699255487580656,0.7436207228848737,1.0,0.3553866119038942,0.15925030692512243,-0.1316038681094326,0.2666851176054071,0.4097628862331462,0.29336312993288993,0.3486946292885742,0.3787738018882816,0.48482743781342447,0.44758003143993463,0.3564186469107616,0.45789895636880623,0.45397403761489835,0.4332920137725821,0.2799671544364879,0.16694251655619902,0.2519177480040098,0.33200671466423204,0.4110708179848162,0.3434114799810116,0.33901625986132305,0.3840104709027163,0.16758510976623564,0.19896058737875577,0.37954638603361834,0.40150231643659157,0.20925788476144572
BHARTIARTL,0.20505966427812924,0.3250561640949043,0.3553866119038942,1.0,0.1378334632332504,0.030372830226136988,0.27691539615023875,0.32927064170036285,0.26669881046847294,0.23789050360929354,0.35631517684669206,0.3163153325809423,0.3303917556177111,0.2837111095957214,0.23372474340246216,0.33647915346961793,0.2758980573876346,0.27492488854149094,0.07573352532246488,0.19587313379502183,0.22748023278242918,0.2792623837368539,0.24264340988236316,0.24742125977009577,0.29780353736623866,0.24694289456731155,0.25156158943939194,0.21183108813925142,0.27703077119910574,0.22892622811165417
BRITANNIA,0.09371660326423191,0.09830780710361166,0.15925030692512243,0.1378334632332504,1.0,0.10738593406448331,0.08520030027550916,0.19219346912761362,0.12552811255013,0.1531055802008225,0.028621573573131536,0.010672652578218525,-0.04797664301093139,0.2668281913573235,0.10339906792262683,0.05105543399796553,0.04503447213413643,0.0635940592122221,0.4531466855725042,0.09269637232513515,0.07540047911656537,0.17534371117387168,0.2745437372848705,0.33616951566165965,0.08680231257656472,0.28044957333255366,0.17639567320027605,0.23997089707549282,0.18855746578953067,0.20517739748256877
CIPLA,0.07003785828630288,-0.04337560052555688,-0.1316038681094326,0.030372830226136988,0.10738593406448331,1.0,0.053430462524955986,-0.011353660324037151,0.03880452739995247,0.016214034842587523,-0.04424484895279086,-0.08236199870218852,-0.1152494621305448,0.01613444568523195,0.041731779626869636,-0.010386621631759501,0.015928653351967387,-0.07749179748268706,0.05827876276789617,0.05971654977115212,-0.05969958035680162,-0.023032894843075975,0.05995717641976618,0.042307077830947976,-0.001659445542245278,0.16330377218695677,0.1454334614890034,0.02807556753575926,-0.023210285129805802,0.1277730964697574
COALINDIA,0.26783215502634167,0.24313107417293417,0.2666851176054071,0.27691539615023875,0.08520030027550916,0.053430462524955986,1.0,0.38066693584446776,0.28477579496395267,0.3407809103175549,0.4331081217530501,0.22586321540501855,0.3463336641161289,0.270655374322729,0.25257282389794605,0.32558084139442806,0.2899003766688194,0.2601357192735114,-0.03583770166318257,0.5614078291917757,0.5422526892629765,0.3496639392252071,0.2228414820468576,0.18860457461454985,0.4348455010898358,0.15260435119219562,0.19031179279748062,0.19835833470980843,0.1961863399325755,0.12433573001046022
GRASIM,0.3402228745499345,0.39613154472896345,0.4097628862331462,0.32927064170036285,0.19219346912761362,-0.011353660324037151,0.38066693584446776,1.0,0.31981620270447925,0.4033901172683908,0.44887258122747414,0.35777372567789967,0.3313894677626028,0.37875412591546237,0.4238893851325533,0.4321754149191806,0.388628503569152,0.32016717747794887,0.1017148155445756,0.2934627787365302,0.35905275473593734,0.3855767897819041,0.5377865984969606,0.3574727711199114,0.4620293252110117,0.17937764851547158,0.2569691176946269,0.3429998223909901,0.6300632815991756,0.28808802107574694
HDFCLIFE,0.24275287402083934,0.33122891063260684,0.29336312993288993,0.26669881046847294,0.12552811255013,0.03880452739995247,0.28477579496395267,0.31981620270447925,1.0,0.33433195006316463,0.24138984077815695,0.30748558542995524,0.34928262086828715,0.2518187202816033,0.33566252097157573,0.3378647099529022,0.32669125875649896,0.23659148410604058,0.21121477756057924,0.2831381013837008,0.23001523304790636,0.3815840886032358,0.2867454041899094,0.3344216000375635,0.25713868835408926,0.27611913063342713,0.2548275898146387,0.2878557051365562,0.28737762239042636,0.1650143605635319
HEROMOTOCO,0.6343024864325717,0.2845137758780943,0.3486946292885742,0.23789050360929354,0.1531055802008225,0.016214034842587523,0.3407809103175549,0.4033901172683908,0.33433195006316463,1.0,0.3241509202901321,0.37730940217030495,0.34601848966844795,0.37251625988348674,0.4300559523345968,0.43343573795234813,0.5338063731803333,0.5064494033008131,0.12881511705378618,0.30264869082777984,0.3614422286417867,0.3596791110203285,0.2890668839252438,0.36831081148530315,0.30756577633011584,0.17524913418033206,0.20027426259639483,0.42148000160967114,0.34943530619800234,0.22977522185050556
HINDALCO,0.2980704742613393,0.4109196988205183,0.3787738018882816,0.35631517684669206,0.028621573573131536,-0.04424484895279086,0.4331081217530501,0.44887258122747414,0.24138984077815695,0.3241509202901321,1.0,0.3698540493136035,0.3993165562739597,0.29352304667485307,0.27149398777633915,0.43965850150559527,0.35858039354982174,0.2789378416761418,0.07724851505782664,0.3677737202581439,0.37331192394922347,0.38663475333116376,0.36322273157983753,0.31998338380548236,0.7451702976957082,0.22304543179729588,0.267252213676402,0.2851261709578913,0.3874554363725504,0.32127628141020337
ICICIBANK,0.3154898976151168,0.45516651406360137,0.48482743781342447,0.3163153325809423,0.010672652578218525,-0.08236199870218852,0.22586321540501855,0.35777372567789967,0.30748558542995524,0.37730940217030495,0.3698540493136035,1.0,0.519820614337971,0.3296266377998545,0.5013497810137136,0.4879851830160466,0.4011049944347114,0.2700194704760527,0.11424001926827983,0.2294990900539339,0.2866932952166385,0.34436452406192686,0.39618766265095107,0.24438437416024564,0.3636326687969302,0.17805775748731442,0.16150665975882414,0.3131799167457805,0.41069488395213016,0.20616924201128867
INDUSINDBK,0.35068179182215864,0.42269787202840936,0.44758003143993463,0.3303917556177111,-0.04797664301093139,-0.1152494621305448,0.3463336641161289,0.3313894677626028,0.34928262086828715,0.34601848966844795,0.3993165562739597,0.519820614337971,1.0,0.31562075197070777,0.31467382208600425,0.4105639189882821,0.40584579207418026,0.311349816652568,0.020646032051462485,0.30995670428081235,0.2950660029751838,0.37114291051807574,0.3066549124595804,0.24643168787643704,0.35690564562941,0.1655430904224085,0.14380858442711422,0.2808946254198104,0.2962159239607042,0.19446191441610458
ITC,0.3134031684794717,0.2936260921901823,0.3564186469107616,0.2837111095957214,0.2668281913573235,0.01613444568523195,0.270655374322729,0.37875412591546237,0.2518187202816033,0.37251625988348674,0.29352304667485307,0.3296266377998545,0.31562075197070777,1.0,0.3798409460534134,0.35228619833097347,0.36840820001526925,0.3053443170532137,0.19931152281439696,0.33241275468816817,0.2957865796822194,0.3400186284181672,0.3318812742724865,0.36904345711812736,0.28706010801105375,0.15925114750453323,0.158935048419813,0.34477417447307707,0.36728982799684856,0.1987445469763067
KOTAKBANK,0.3999892980281444,0.37904962527120056,0.45789895636880623,0.23372474340246216,0.10339906792262683,0.041731779626869636,0.25257282389794605,0.4238893851325533,0.33566252097157573,0.4300559523345968,0.27149398777633915,0.5013497810137136,0.31467382208600425,0.3798409460534134,1.0,0.3821426423765942,0.35056284800224036,0.28037888264507205,0.15619248877047806,0.2620960923439005,0.3197293576212085,0.375031088078339,0.3504833402358539,0.31059031771421747,0.24154660345086135,0.1065034459914942,0.19284329940670447,0.32583388711547995,0.38541505406639237,0.17428850882127264
LT,0.3837019911148023,0.4851203433754363,0.45397403761489835,0.33647915346961793,0.05105543399796553,-0.010386621631759501,0.32558084139442806,0.4321754149191806,0.3378647099529022,0.43343573795234813,0.43965850150559527,0.4879851830160466,0.4105639189882821,0.35228619833097347,0.3821426423765942,1.0,0.4842835869185727,0.35122932355920056,0.159204455674655,0.3339528544178972,0.29780540217813845,0.39964679128205577,0.4453556760862968,0.3553805256825913,0.4124859511614836,0.27287072571678933,0.38650471571484496,0.3860692782407722,0.43969021366145833,0.30825063485851034
M&M,0.4758069471380156,0.40670929426012475,0.4332920137725821,0.2758980573876346,0.04503447213413643,0.015928653351967387,0.2899003766688194,0.388628503569152,0.32669125875649896,0.5338063731803333,0.35858039354982174,0.4011049944347114,0.40584579207418026,0.36840820001526925,0.35056284800224036,0.4842835869185727,1.0,0.40962931493601745,0.0696319290850295,0.30277987778636867,0.2886381392566733,0.36992522652452237,0.3211522277726351,0.31408369450507617,0.30260017486071933,0.14712348995927924,0.23209009683743753,0.35694670769197745,0.33081609645260196,0.189361092842499
MARUTI,0.5086004988915598,0.2392099768958687,0.2799671544364879,0.27492488854149094,0.0635940592122221,-0.07749179748268706,0.2601357192735114,0.32016717747794887,0.23659148410604058,0.5064494033008131,0.2789378416761418,0.2700194704760527,0.311349816652568,0.3053443170532137,0.28037888264507205,0.35122932355920056,0.40962931493601745,1.0,0.1380344315695568,0.24199626396891744,0.23548775845145375,0.192104395855034,0.23721768376717828,0.2799742577425119,0.14800110903816865,0.09547062223594747,0.12554039786607565,0.30230179965990983,0.2931904667452469,0.08866274199937223
